2021,Omar,Farid,Astudillo,Marbán,7,0,0,7,7,0,21,105,83.17%,Silver,medal
2021,Tomás,Francisco,Cantú,Rodríguez,7,0,1,7,0,0,15,180,71.04%,Bronze,medal
2021,Daniel,Alejandro,Ochoa,Quintero,7,0,0,7,0,0,14,218,64.89%,Bronze,medal
2021,Carlos,Emilio,Ramos,Aguilar,7,0,0,7,0,0,14,218,64.89%,Bronze,medal
2021,José,Alejandro,Reyes,González,7,0,0,7,0,0,14,218,64.89%,Bronze,medal
2021,Pablo,Alhui,Valeriano,Quiroz,7,0,1,7,5,0,20,143,77.02%,Silver,medal
2020,Omar,Farid,Astudillo,Marbán,7,0,1,7,5,0,20,227,63.25%,Bronze,medal
2020,Tomás,Francisco,Cantú,Rodríguez,7,7,4,7,7,0,32,34,94.63%,Gold,medal
2020,Ana,Paula,Jiménez,Díaz,7,0,0,7,1,0,15,294,52.36%,Bronze,medal
2020,Daniel,Alejandro,Ochoa,Quintero,7,0,0,0,1,0,8,419,32.03%,Honourable,mention
2020,Carlos,Emilio,Ramos,Aguilar,7,0,0,7,1,0,15,294,52.36%,Bronze,medal
2020,Pablo,Alhui,Valeriano,Quiroz,7,0,4,3,7,0,21,206,66.67%,Bronze,medal
2019,Tomas,Francisco,Cantú,Rodríguez,6,1,0,6,7,0,20,245,60.65%,Bronze,medal
2019,Bruno,Gutiérrez,Chávez,7,6,0,7,7,0,27,101,83.87%,Silver,medal
2019,Eric,Iván,Hernández,Palacios,7,7,0,4,5,0,23,147,76.45%,Bronze,medal
2019,Diego,Hinojosa,Tellez,7,1,0,1,0,0,9,417,32.90%,Honourable,mention
2019,Ana,Paula,Jiménez,Díaz,7,6,1,1,2,0,17,275,55.81%,Bronze,medal
2019,Pablo,Alhui,Valeriano,Quiroz,7,6,0,0,2,0,15,326,47.58%,Honourable,mention
2018,Víctor,Antonio,Domínguez,Silva,7,7,0,7,7,2,30,49,91.91%,Silver,medal
2018,Eric,Iván,Hernández,Palacios,7,2,0,4,0,0,13,320,46.21%,Honourable,mention
2018,Isaac,Jair,Jiménez,Uribe,7,5,0,7,1,0,20,204,65.77%,Bronze,medal
2018,Alfredo,Alef,Pineda,Reyes,1,1,0,6,7,3,18,228,61.72%,Bronze,medal
2018,Oriol,Andreu,Sole,Pi,7,0,0,7,7,1,22,174,70.83%,Bronze,medal
2018,Pablo,Alhui,Valeriano,Quiroz,7,5,0,7,1,0,20,204,65.77%,Bronze,medal
2017,Víctor,Antonio,Domínguez,Silva,7,1,0,7,0,0,15,292,52.61%,Honourable,mention
2017,Leonardo,Ariel,García,Morán,7,4,0,7,0,0,18,139,77.52%,Bronze,medal
2017,Isaac,Jair,Jiménez,Uribe,7,3,0,4,0,0,14,342,44.46%,Honourable,mention
2017,Alfredo,Alef,Pineda,Reyes,7,3,0,7,2,0,19,115,81.43%,Silver,medal
2017,Maximiliano,Sánchez,Garza,7,2,0,7,0,0,16,265,57.00%,Bronze,medal
2017,Oriol,Andreu,Sole,Pi,7,0,0,7,0,0,14,342,44.46%,Honourable,mention
2016,Víctor,Hugo,Almendra,Hernández,7,2,0,7,0,7,23,114,81.20%,Silver,medal
2016,Kevin,William,Beuchot,Castellanos,7,7,0,4,4,3,25,78,87.19%,Silver,medal
2016,Leonardo,Ariel,García,Morán,7,7,0,7,2,0,23,114,81.20%,Silver,medal
2016,Antonio,López,Guzmán,7,3,0,7,0,7,24,94,84.53%,Silver,medal
2016,Olga,Medrano,Martín,del,Campo,7,2,0,7,0,0,16,253,58.07%,Bronze,medal
2016,José,Ramón,Tuirán,Rangel,7,1,0,7,0,0,15,281,53.41%,Honourable,mention
2015,Kevin,William,Beuchot,Castellanos,7,1,4,7,1,0,20,101,82.64%,Silver,medal
2015,Leonardo,Ariel,García,Morán,7,1,0,7,2,0,17,160,72.40%,Bronze,medal
2015,Antonio,López,Guzmán,7,1,0,7,1,0,16,183,68.40%,Bronze,medal
2015,Pablo,Meré,Hidalgo,7,1,0,7,1,0,16,183,68.40%,Bronze,medal
2015,Juan,Carlos,Ortiz,Rhoton,7,6,1,7,3,2,26,37,93.75%,Gold,medal
2015,Luis,Xavier,Ramos,Tormo,7,4,0,7,1,0,19,118,79.69%,Silver,medal
2014,Kevin,William,Beuchot,Castellanos,7,4,1,7,7,0,26,83,85.33%,Silver,medal
2014,Luis,Enrique,Chacon,Ochoa,7,0,0,7,1,0,15,296,47.23%,Honourable,mention
2014,Oscar,Samuel,Henney,Arthur,7,6,0,7,0,0,20,200,64.40%,Bronze,medal
2014,Juan,Carlos,Ortiz,Rhoton,7,7,1,7,1,0,23,109,80.68%,Silver,medal
