2021,Ahmed,Khalifa,Said,Al-Shamsi,0,0,0,0,0,0,0,533,13.92%
2021,Humaid,Nasser,Humaid,Al-Touqi,1,0,0,0,0,0,1,499,19.42%
2021,Alshaimaa,Mohameed,Salim,Alabdali,0,0,0,0,0,0,0,533,13.92%
2021,Alwaqas,Mahmood,Mohammed,Alkhadhuri,0,0,0,1,0,0,1,499,19.42%
2021,Hajer,Yaqoob,Said,Sawad,Alrahbi,0,0,0,0,0,0,0,533,13.92%
2021,Rahaf,Khamis,Mohammed,Obaid,Alruzaiqi,0,0,0,0,0,0,0,533,13.92%
2020,Alghaidaa,Said,Mohammed,Al,Alawi,0,0,0,0,0,0,0,560,9.11%
2020,Ghasna,Saif,Abdullah,Al,Humaimi,0,0,1,0,0,0,1,532,13.66%
2020,Olla,Hamood,Ali,Al,Subhi,0,0,0,0,0,0,0,560,9.11%
2020,Al-Khalil,Ahmed,Khalid,Amur,Al-Habsi,0,1,0,0,0,0,1,532,13.66%
2020,Sondus,Saleh,Khamis,Al-Mahrouqi,0,0,0,0,0,0,0,560,9.11%
2020,Rahaf,Khamis,Mohammed,AL-RUZAIQI,0,0,0,0,0,0,0,560,9.11%
