2014,Federico,Bescotti,0,0,0,1,0,0,1,507,9.48%
2014,Busiso,Dube,0,0,0,0,0,0,0,544,2.86%
2014,Nyashadzaishe,Bryan,Katemauswa,1,0,0,1,0,0,2,493,11.99%
2014,Maxwell,Junior,Mukombe,0,0,0,1,0,0,1,507,9.48%
2014,Samuel,Simbarashe,Ngwarai,0,0,0,1,0,0,1,507,9.48%
2014,Bukhosi,Phiri,0,0,0,0,0,0,0,544,2.86%
2009,Mahdi,Finnigan,2,0,0,0,1,0,3,459,18.79%
2009,Oscar,Takabvirwa,1,1,0,0,0,0,2,482,14.72%
