2006,Chak,Hei,Yuen,7,1,1,7,0,0,16,161,67.81%,Bronze,medal
2005,On,Yip,Chung,0,7,7,1,0,3,18,156,69.73%,Bronze,medal
2005,Ho,Chung,Siu,7,7,0,7,7,0,28,72,86.13%,Silver,medal
2005,Jack,Hui,7,1,0,7,7,7,29,65,87.50%,Silver,medal
2005,Ming,Fung,Poon,7,7,0,7,0,4,25,100,80.66%,Silver,medal
2005,Yun,Pui,Tsoi,7,7,7,7,7,2,37,23,95.70%,Gold,medal
2005,Chiu,Wai,Wong,0,1,0,0,0,0,1,445,13.28%
2004,Yun,Kuen,Cheung,1,6,0,7,0,4,18,200,58.97%,Bronze,medal
2004,Tat,Chi,Chung,7,6,1,7,3,1,25,101,79.38%,Silver,medal
2004,Tsz,Chiu,Kwok,7,6,2,7,3,2,27,81,83.51%,Silver,medal
2004,Ming,Fung,Poon,7,1,0,7,0,0,15,244,49.90%,Honourable,mention
2004,Chiu,Fai,Tang,1,3,1,7,3,7,22,143,70.72%,Bronze,medal
2004,Hon,Yin,Wong,0,1,1,7,3,1,13,272,44.12%,Honourable,mention
2003,Tat,Chi,Chung,2,1,0,7,2,0,12,211,53.95%,Honourable,mention
2003,Tsz,Chiu,Kwok,1,7,0,7,7,0,22,69,85.09%,Silver,medal
2003,Wai,Shun,Lau,2,3,0,0,2,0,7,320,30.04%
2003,Tsz,Hang,Siu,5,2,0,7,2,0,16,138,69.96%,Bronze,medal
2003,Kai,Sing,Yeung,7,0,0,7,1,0,15,163,64.47%,Bronze,medal
2003,Hok,Pun,Yu,7,7,3,0,1,1,19,98,78.73%,Silver,medal
2002,Khek,Lun,Harold,Chao,6,6,0,7,2,0,21,133,72.38%,Bronze,medal
2002,Suk,Ling,Chau,2,0,0,1,1,0,4,378,21.13%
2002,Kei,Tsi,Daniel,Cheng,7,6,5,4,2,0,24,86,82.22%,Silver,medal
2002,Chi,Ho,Ivan,Ip,0,6,1,6,1,0,14,220,54.18%,Bronze,medal
2002,Wai,Ying,Leung,7,6,1,7,5,2,28,40,91.84%,Silver,medal
