2021,Andres,Alumets,7,0,0,4,0,0,11,304,50.97%,Honourable,mention
2021,Aleksei,Ganyukov,7,0,0,0,0,0,7,372,39.97%,Honourable,mention
2021,Kristjan-Erik,Kahu,5,0,0,7,2,0,14,218,64.89%,Bronze,medal
2021,Ralf,Joosep,Kask,7,0,0,7,7,0,21,105,83.17%,Silver,medal
2021,Martin,Rahe,7,0,0,0,0,0,7,372,39.97%,Honourable,mention
2021,Marko,Tsengov,2,0,0,0,1,0,3,459,25.89%
2020,Andres,Alumets,0,0,0,7,0,0,7,445,27.80%,Honourable,mention
2020,Artur,Avameri,7,4,0,7,1,0,19,236,61.79%,Bronze,medal
2020,Kristjan-Erik,Kahu,7,1,0,0,1,0,9,395,35.93%,Honourable,mention
2020,Ralf,Joosep,Kask,7,2,0,0,0,0,9,395,35.93%,Honourable,mention
2020,Martin,Rahe,7,0,1,7,1,0,16,272,55.93%,Bronze,medal
2020,Hendrik,Vija,7,2,0,7,7,1,24,140,77.40%,Silver,medal
2019,Artur,Avameri,7,6,0,6,7,0,26,122,80.48%,Silver,medal
2019,Kaarel,August,Kurik,6,0,0,7,6,0,19,256,58.87%,Bronze,medal
2019,Richard,Luhtaru,7,1,0,7,7,0,22,168,73.06%,Bronze,medal
2019,Martin,Rahe,6,0,0,1,2,0,9,417,32.90%
2019,Toomas,Tennisberg,7,0,0,6,7,0,20,245,60.65%,Bronze,medal
2019,Hendrik,Vija,7,1,0,7,7,0,22,168,73.06%,Bronze,medal
2018,Artur,Avameri,5,2,0,7,1,0,15,290,51.26%,Honourable,mention
2018,Kati,Iher,7,1,0,2,0,0,10,368,38.11%,Honourable,mention
2018,Richard,Luhtaru,7,7,0,7,5,1,27,111,81.45%,Silver,medal
2018,Karl,Paul,Parmakson,2,2,0,1,1,0,6,441,25.80%
2018,Toomas,Tennisberg,1,3,0,7,2,0,13,320,46.21%,Honourable,mention
2018,Hendrik,Vija,3,1,0,2,3,0,9,391,34.23%
2017,Kaarel,Hänni,7,3,0,3,1,0,14,342,44.46%,Honourable,mention
2017,Joonas,Jürgen,Kisel,7,3,0,4,0,0,14,342,44.46%,Honourable,mention
2017,Nikita,Leo,7,1,0,0,0,0,8,497,19.22%,Honourable,mention
2017,Richard,Luhtaru,7,4,0,7,1,0,19,115,81.43%,Silver,medal
2017,Toomas,Tennisberg,7,0,0,1,0,0,8,497,19.22%,Honourable,mention
2017,Hendrik,Vija,5,3,0,1,0,0,9,471,23.45%
2016,Kaarel,Hänni,7,0,0,1,1,0,9,409,32.11%,Honourable,mention
2016,Joonas,Jürgen,Kisel,5,0,0,7,2,0,14,312,48.25%,Honourable,mention
2016,Richard,Luhtaru,7,0,0,7,0,0,14,312,48.25%,Honourable,mention
2016,Oliver,Nisumaa,7,2,0,7,0,0,16,253,58.07%,Bronze,medal
2016,Andres,Unt,0,1,0,0,2,0,3,501,16.81%
2016,Hendrik,Vija,5,0,0,6,0,0,11,379,37.10%
2015,Joonas,Kalda,7,0,0,7,0,1,15,217,62.50%,Bronze,medal
2015,Richard,Luhtaru,7,0,0,0,0,0,7,420,27.26%,Honourable,mention
2015,Oliver,Nisumaa,7,1,0,0,1,0,9,365,36.81%,Honourable,mention
2015,Simmo,Saan,2,0,0,0,3,0,5,449,22.22%
2015,Andres,Unt,1,0,0,0,1,0,2,508,11.98%
2015,Triinu,Veeorg,4,0,0,7,2,0,13,283,51.04%,Honourable,mention
2014,Kaarel,Hänni,0,0,0,1,0,0,1,507,9.48%
2014,Joonas,Kalda,5,0,0,7,2,0,14,321,42.75%,Honourable,mention
2014,Joonas,Jürgen,Kisel,0,0,0,1,0,0,1,507,9.48%
2014,Oliver,Nisumaa,6,2,0,7,0,0,15,296,47.23%,Honourable,mention
2014,Simmo,Saan,6,0,0,1,0,0,7,446,20.39%
2014,Triinu,Veeorg,7,2,0,3,2,0,14,321,42.75%,Honourable,mention
2013,Aleksandra,Jartseva,1,0,0,3,0,0,4,442,16.16%
2013,Oliver-Matis,Lill,7,4,0,0,0,0,11,306,42.02%,Honourable,mention
2013,Kristo,Ment,7,0,0,2,0,0,9,335,36.50%,Honourable,mention
