2021,Alejandro,Manuel,Aguilar,Croston,5,0,0,2,0,0,7,372,39.97%
2021,Adrian,David,Frauca,Arenas,4,0,0,7,0,0,11,304,50.97%,Honourable,mention
2021,Luis,Alberto,Modes,Castillo,7,0,1,7,3,0,18,156,74.92%,Bronze,medal
2020,Alejandro,Manuel,Aguilar,Croston,0,0,0,0,0,0,0,560,9.11%
2020,Gustavo,Enrique,De,La,Guardia,Fabrega,0,0,1,0,0,0,1,532,13.66%
2020,Leonardo,Andres,Marciaga,Santana,7,0,4,1,0,0,12,358,41.95%,Honourable,mention
2020,Marcelo,Javier,Maza,1,0,0,0,0,0,1,532,13.66%
2020,Luis,Alberto,Modes,Castillo,7,2,0,6,0,0,15,294,52.36%,Bronze,medal
2020,Temistocles,Zeballos,Rodriguez,0,0,0,3,0,0,3,512,16.91%
2019,Brian,Chen,7,0,0,5,7,0,19,256,58.87%,Bronze,medal
2019,Leonardo,Marciaga,7,0,0,1,0,0,8,444,28.55%,Honourable,mention
2019,Luis,Alberto,Modes,Castillo,6,1,0,0,2,0,9,417,32.90%
2019,Temistocles,Zeballos,0,0,0,0,1,0,1,540,13.06%
2018,Brian,Enrique,Chen,Yee,0,0,0,2,0,0,2,511,14.00%
2018,David,Garcia,Gonzalez,0,0,0,0,0,0,0,565,4.89%
2018,Leonardo,Andres,Marciaga,Santana,7,1,0,2,0,0,10,368,38.11%,Honourable,mention
2018,Luis,Alberto,Modes,Castillo,7,0,0,2,0,0,9,391,34.23%,Honourable,mention
2017,Ilai,Yehuda,Reshef,7,3,0,5,0,0,15,292,52.61%,Honourable,mention
2015,Andres,Fabrega,0,0,0,0,1,0,1,532,7.81%
2015,Manuel,Liu,Ng,1,0,0,2,1,0,4,465,19.44%
2015,Daniel,Enrique,Watson,Amado,1,0,1,2,0,0,4,465,19.44%
2014,Felipe,Moreno,7,0,0,0,0,0,7,446,20.39%,Honourable,mention
2013,Ethan,Miguel,D'Cunha,Silveira,1,0,0,7,0,0,8,355,32.70%,Honourable,mention
2013,Pablo,Jaen,0,0,0,2,0,0,2,460,12.74%
2013,Felipe,Moreno,2,0,0,7,0,0,9,335,36.50%,Honourable,mention
2013,Jose,Roberto,Urriola,0,0,0,0,0,0,0,494,6.27%
2012,Ethan,Miguel,D'Cunha,Silveira,7,0,0,0,0,1,8,398,27.29%,Honourable,mention
2012,Antonio,Liu,Zhang,3,1,0,0,0,0,4,465,15.02%
2012,Fernando,Alberto,Varela,Fabrega,3,0,0,2,0,0,5,450,17.77%
2011,Edwin,Hernandez,1,0,2,2,1,0,6,428,24.02%
2010,Antonio,Fan,7,2,0,7,0,0,16,199,62.00%,Bronze,medal
2010,Edwin,Hernandez,7,1,1,7,0,0,16,199,62.00%,Bronze,medal
2009,Antonio,Fan,7,3,0,1,1,0,12,296,47.70%,Honourable,mention
2006,Naicolette,Agudo,7,1,0,1,0,0,9,364,26.96%,Honourable,mention
2006,Yin,Lili,Luo,5,0,0,3,0,0,8,388,22.13%
2006,Luis,Peña,7,0,0,2,0,0,9,364,26.96%,Honourable,mention
2006,Joselito,Wong,4,0,0,3,0,0,7,408,18.11%
