2021,Leonardo,Costa,Lesage,4,0,0,7,0,0,11,304,50.97%,Honourable,mention
2021,Roger,Lidón,Ardanuy,5,0,0,0,0,0,5,426,31.23%
2021,Miguel,Navarro,Muñoz,7,0,0,0,0,0,7,372,39.97%,Honourable,mention
2021,Bernat,Pagès,Vives,5,0,0,2,0,0,7,372,39.97%
2021,Àlex,Rodríguez,García,6,0,0,0,7,0,13,268,56.80%,Bronze,medal
2021,Miguel,Valdivieso,Valles,7,0,0,0,0,0,7,372,39.97%,Honourable,mention
2020,Álvaro,Acitores,Montero,7,2,0,0,7,0,16,272,55.93%,Bronze,medal
2020,Pau,Cantos,Coll,7,2,0,7,7,1,24,140,77.40%,Silver,medal
2020,Ignacio,Císcar,Múgica,7,7,0,7,7,0,28,86,86.18%,Silver,medal
2020,Leonardo,Costa,Lesage,7,0,0,7,7,1,22,181,70.73%,Bronze,medal
2020,Mario,Marcos,Losada,7,0,0,7,7,0,21,206,66.67%,Bronze,medal
2020,Javier,Nistal,Salas,7,7,0,7,1,0,22,181,70.73%,Bronze,medal
2019,Oriol,Baeza,Guasch,7,4,0,4,2,0,17,275,55.81%,Bronze,medal
2019,Juan,Brieva,Ramírez,7,0,0,0,7,0,14,345,44.52%,Honourable,mention
2019,Pau,Cantos,Coll,7,1,0,7,7,0,22,168,73.06%,Bronze,medal
2019,Leonardo,Costa,Lesage,7,0,0,7,7,0,21,214,65.65%,Bronze,medal
2019,Albert,López,Bruch,7,1,0,4,7,0,19,256,58.87%,Bronze,medal
2019,Pablo,Soto,Martín,1,7,0,7,2,0,17,275,55.81%,Bronze,medal
2018,Alejandro,Epelde,Blanco,7,7,0,2,0,0,16,271,54.47%,Bronze,medal
2018,Martín,Gómez,Abejón,7,0,0,2,1,0,10,368,38.11%,Honourable,mention
2018,Rodrigo,Marlasca,Aparicio,1,0,0,7,1,0,9,391,34.23%,Honourable,mention
2018,Félix,Moreno,Peñarrubia,7,1,0,5,2,0,15,290,51.26%,Honourable,mention
