2021,Sina,Azizeddin,7,0,2,7,5,0,21,105,83.17%,Silver,medal
2021,Mohammad,Reza,Badri,7,0,0,7,7,0,21,105,83.17%,Silver,medal
2021,Ilia,Mahrooghi,5,0,1,7,0,0,13,268,56.80%,Bronze,medal
2021,Alireza,Rezaeimoghadam,6,0,0,7,0,0,13,268,56.80%,Bronze,medal
2021,Mehran,Talaei,Khajehroshanaei,7,0,0,7,0,0,14,218,64.89%,Bronze,medal
2021,Matin,Yadollahi,7,1,0,7,7,0,22,63,89.97%,Silver,medal
2020,Alireza,Haqi,7,7,4,7,7,1,33,22,96.59%,Gold,medal
2020,Seyed,Reza,Hosseini,Dolatabadi,7,2,0,1,7,0,17,262,57.56%,Bronze,medal
2020,Ali,Mirzaee,Anari,7,2,0,7,7,1,24,140,77.40%,Silver,medal
2020,Mohammad,Moshtaghifar,7,7,0,7,7,0,28,86,86.18%,Silver,medal
2020,Kian,Shamsaie,7,2,0,7,7,1,24,140,77.40%,Silver,medal
2020,Matin,Yadollahi,7,2,0,7,7,0,23,162,73.82%,Bronze,medal
2019,Faraz,Ghahremany,Kooreh,7,6,0,7,2,0,22,168,73.06%,Bronze,medal
2019,Seyed,Mohammad,Mahdi,Hatami,7,6,0,7,7,1,28,65,89.68%,Silver,medal
2019,Ali,Mirzaei,Anari,7,6,0,7,4,0,24,143,77.10%,Silver,medal
2019,Amirabbas,Mohammadi,7,7,0,7,0,0,21,214,65.65%,Bronze,medal
2019,Kian,Shamsaei,0,6,0,5,7,0,18,267,57.10%,Bronze,medal
2019,Shayan,Talaei,7,7,3,7,7,1,32,41,93.55%,Gold,medal
2018,Erfan,Moeini,7,7,0,7,7,0,28,87,85.50%,Silver,medal
2018,Ahmad,Ramzan,Pour,7,7,0,7,1,6,28,87,85.50%,Silver,medal
2018,Mohammad,Shahverdi,Kondori,7,7,3,7,1,0,25,131,78.08%,Silver,medal
2018,Mohammad,Amin,Sharifi,Charouri,7,7,0,7,1,0,22,174,70.83%,Bronze,medal
2018,Mohammad,Sharifi,Kiasari,7,7,3,7,7,1,32,27,95.62%,Gold,medal
2018,Abolfazl,Shirmahallehei,7,2,0,4,1,1,15,290,51.26%,Honourable,mention
2017,Aryo,Lotfi,Jandaghi,7,7,0,7,2,2,25,36,94.30%,Gold,medal
2017,Seyed,Mohammadsadegh,Mahdavi,Tikdari,7,3,0,7,7,0,24,49,92.18%,Silver,medal
2017,Taha,Miran,Zadeh,7,7,0,7,0,0,21,82,86.81%,Silver,medal
2017,Farhood,Rostamkhani,7,4,0,7,1,0,19,115,81.43%,Silver,medal
2017,Amirmojtaba,Sabour,7,7,0,7,7,7,35,1,100.00%,Gold,medal
2017,Soroush,Taslimi,7,4,0,7,0,0,18,139,77.52%,Bronze,medal
2016,Mohammad,Reza,Aminian,7,2,0,7,7,1,24,94,84.53%,Silver,medal
2016,Farbod,Ekbatani,7,2,0,7,0,3,19,184,69.55%,Bronze,medal
2016,Alireza,Hediehloo,7,7,0,7,0,0,21,146,75.87%,Bronze,medal
2016,Mahbod,Majid,7,0,0,7,3,0,17,224,62.90%,Bronze,medal
2016,Amin,Rakhsha,7,3,1,7,4,0,22,137,77.37%,Silver,medal
2016,Amirmojtaba,Sabour,7,2,2,7,4,0,22,137,77.37%,Silver,medal
2015,Amin,Behjati,7,1,7,7,3,0,25,40,93.23%,Silver,medal
2015,Ali,Daeinaby,5,2,2,7,1,0,17,160,72.40%,Bronze,medal
2015,Farbod,Ekbatani,7,3,1,7,1,0,19,118,79.69%,Silver,medal
2015,Aria,Halavati,7,0,7,7,1,6,28,26,95.66%,Gold,medal
2015,Ali,Sayadi,7,5,7,7,3,0,29,19,96.88%,Gold,medal
2015,Mojtaba,Zareh,Bidaki,7,3,7,7,3,0,27,32,94.62%,Gold,medal
2014,Yeganeh,Ali,Mohammadi,7,5,0,7,2,0,21,163,71.02%,Bronze,medal
2014,Armin,Behnamnia,7,0,1,7,1,0,16,267,52.42%,Bronze,medal
2014,Shayan,Gholami,7,7,0,7,5,0,26,83,85.33%,Silver,medal
2014,Arian,Hosseingholizadeh,7,6,1,7,1,0,22,124,78.00%,Silver,medal
2014,Ehsan,Mokhtarian,7,6,0,7,2,0,22,124,78.00%,Silver,medal
2014,Seyyedmohammadhossein,Seyyedsalehi,7,3,0,7,7,0,24,102,81.93%,Silver,medal
2013,Alek,Bedroya,7,7,7,7,7,0,35,10,98.29%,Gold,medal
2013,Aref,Sadeghi,7,2,7,7,7,1,31,34,93.73%,Gold,medal
2013,Seyyedmohammadhossein,Seyyedsalehi,1,7,3,7,0,0,18,196,62.93%,Bronze,medal
2013,Mohammad,Javad,Shabani,Zahraei,7,0,7,7,7,0,28,61,88.59%,Silver,medal
2013,Mahan,Tajrobehkar,7,0,7,7,7,0,28,61,88.59%,Silver,medal
2013,Tina,Torkaman,7,7,0,7,7,0,28,61,88.59%,Silver,medal
2012,Alek,Bedroya,7,7,3,4,7,0,28,33,94.14%,Gold,medal
2012,Mina,Dalirrooyfard,7,7,0,7,7,0,28,33,94.14%,Gold,medal
2012,Alireza,Fallah,7,7,3,7,3,0,27,52,90.66%,Silver,medal
2012,Goodarz,Mehr,7,0,0,7,3,0,17,182,66.85%,Bronze,medal
2012,Amir,Ali,Moinfar,7,1,0,7,7,0,22,96,82.60%,Silver,medal
2012,Pedram,Safaee,7,7,0,7,7,1,29,30,94.69%,Gold,medal
2011,Mina,Dalirrooyfard,7,0,2,7,7,7,30,14,97.69%,Gold,medal
2011,Alireza,Fallah,7,0,2,7,7,0,23,83,85.41%,Silver,medal
2011,Mohammad,Pedramfar,7,2,2,7,7,1,26,61,89.32%,Silver,medal
2011,Sahand,Seifnashri,5,0,3,7,7,0,22,113,80.07%,Silver,medal
2011,Mojtaba,Shokrian,Zini,7,0,6,7,7,1,28,39,93.24%,Gold,medal
2011,Erfan,Tavakoli,7,1,0,7,6,1,22,113,80.07%,Silver,medal
2010,Javad,Abedi,7,7,1,7,2,1,25,53,90.02%,Silver,medal
2010,Morteza,Ashraphijuo,7,7,1,7,0,0,22,76,85.60%,Silver,medal
2010,Hesameddin,Rajabzadeh,7,7,1,7,1,0,23,64,87.91%,Silver,medal
2010,Sina,Rezaie,2,7,0,7,0,0,16,199,62.00%,Bronze,medal
2010,Masoud,Shafaei,7,7,0,7,0,0,21,106,79.85%,Silver,medal
2010,Saeed,Tayyebi,5,7,1,7,0,0,20,151,71.21%,Bronze,medal
2009,Seyed,Ehsan,Azarmsa,7,7,1,0,7,0,22,168,70.39%,Bronze,medal
2009,Hossein,Dabirian,7,7,1,6,3,0,24,130,77.13%,Silver,medal
2009,Amirmasoud,Geevechi,7,7,4,5,7,0,30,54,90.60%,Silver,medal
2009,Sepehr,Ghazi,Nezami,7,7,1,6,3,0,24,130,77.13%,Silver,medal
2009,Khashayar,Khosravi,7,7,2,7,7,3,33,37,93.62%,Gold,medal
2009,Pooya,Vahidi,Ferdowsi,7,7,1,6,7,0,28,83,85.46%,Silver,medal
2008,Kasra,Ahmadi,7,7,1,7,7,7,36,8,98.69%,Gold,medal
2008,Milad,Bakhshizadeh,7,7,2,7,7,0,30,48,91.20%,Silver,medal
2008,Nima,Hamidi,7,2,3,7,7,0,26,78,85.58%,Silver,medal
2008,Mohammad,Jahangoshahi,7,7,0,7,7,2,30,48,91.20%,Silver,medal
2008,Amir,Sepehri,7,7,1,7,7,0,29,57,89.51%,Silver,medal
2008,Mohammadmahdi,Yazdi,7,7,7,7,2,0,30,48,91.20%,Silver,medal
2007,Shayan,Dashmiz,3,7,0,7,7,2,26,60,88.63%,Silver,medal
2007,Arman,Fazeli,Chaghooshi,6,1,0,7,6,0,20,123,76.49%,Bronze,medal
2007,Seyedhesam,Firouzi,7,7,2,7,6,1,30,19,96.53%,Gold,medal
2007,Saeed,Hadikhanloo,3,7,0,7,5,2,24,68,87.09%,Silver,medal
2007,Seyedmahyar,Sefidgaran,7,0,0,7,1,0,15,197,62.24%,Bronze,medal
2007,Mohammad,Reza,Takapoui,7,7,0,7,7,0,28,40,92.49%,Silver,medal
2006,Nima,Ahmadi,Pour,Anari,7,7,0,7,7,0,28,27,94.77%,Gold,medal
2006,Mohammad,Bavarian,7,5,0,6,1,0,19,117,76.66%,Silver,medal
2006,Arman,Fazeli,Chaghooshi,7,1,7,7,1,0,23,60,88.13%,Silver,medal
2006,Seyed,Jalil,Kazemi,Tabar,Amir,Kolaei,7,4,1,6,1,0,19,117,76.66%,Silver,medal
2006,Naser,Talebizadeh,Sardari,7,7,0,6,7,1,28,27,94.77%,Gold,medal
2006,Jaber,Zarezadeh,7,7,0,7,7,0,28,27,94.77%,Gold,medal
2005,Nima,Ahmadi,Pour,Anari,7,7,1,7,3,7,32,47,91.02%,Silver,medal
2005,Ali,Akbar,Daemi,7,7,7,7,7,7,42,1,100.00%,Gold,medal
2005,Mostafa,Einollah,Zadeh,Samadi,7,7,0,7,6,7,34,43,91.80%,Silver,medal
2005,Omid,Hatami,Varzaneh,1,7,6,7,7,1,29,65,87.50%,Silver,medal
2005,Ali,Khezeli,7,7,1,7,7,0,29,65,87.50%,Silver,medal
2005,Morteza,Saghafian,7,7,7,7,7,0,35,35,93.36%,Gold,medal
2004,Ali,Akbar,Daemi,7,7,2,7,7,1,31,46,90.72%,Silver,medal
2004,Mohamad,Gharakhani,7,7,0,7,7,2,30,58,88.25%,Silver,medal
