2010,Mihajlo,Cekić,7,7,0,7,1,0,22,76,85.60%,Silver,medal
2010,Stevan,Gajović,7,1,0,7,0,0,15,226,56.81%,Bronze,medal
2010,Luka,Milićević,6,7,3,7,0,0,23,64,87.91%,Silver,medal
2010,Dušan,Milijančević,7,7,0,7,1,0,22,76,85.60%,Silver,medal
2010,Rade,Špegar,7,2,0,7,0,0,16,199,62.00%,Bronze,medal
2010,Teodor,von,Burg,5,7,4,7,7,7,37,3,99.62%,Gold,medal
2009,Mihajlo,Cekić,7,7,1,7,7,0,29,62,89.18%,Silver,medal
2009,Luka,Milićević,7,7,1,5,7,0,27,101,82.27%,Silver,medal
2009,Dušan,Milijančević,7,7,2,7,4,0,27,101,82.27%,Silver,medal
2009,Stefan,Stojanović,6,5,0,2,0,0,13,283,50.00%
2009,Vukašin,Stojisavljević,7,7,0,6,3,0,23,148,73.94%,Bronze,medal
2009,Teodor,von,Burg,7,7,7,6,7,0,34,27,95.39%,Gold,medal
2008,Marija,Jelić,7,5,0,7,7,0,26,78,85.58%,Silver,medal
2008,Luka,Milićević,7,7,2,7,7,1,31,43,92.13%,Gold,medal
2008,Dušan,Milijančević,7,7,7,7,1,0,29,57,89.51%,Silver,medal
2008,Vladimir,Nikolić,2,0,0,7,3,0,12,297,44.57%,Honourable,mention
2008,Aleksandar,Vasiljković,7,1,0,6,0,0,14,268,50.00%,Honourable,mention
2008,Teodor,von,Burg,7,2,6,7,4,1,27,71,86.89%,Silver,medal
2007,Marija,Jelić,4,0,0,7,7,0,18,145,72.25%,Bronze,medal
2007,Marko,Jevremović,3,7,0,7,1,1,19,133,74.57%,Bronze,medal
2007,Boban,Karapetrović,3,2,0,0,1,0,6,430,17.34%
2007,Dušan,Milijančević,6,1,0,7,1,0,15,197,62.24%,Bronze,medal
2007,Mladen,Radojević,3,6,7,7,7,0,30,19,96.53%,Gold,medal
2007,Teodor,von,Burg,3,7,2,6,1,0,19,133,74.57%,Bronze,medal
2006,Marija,Jelić,7,1,0,7,0,0,15,189,62.17%,Bronze,medal
2006,Marko,Jevremović,7,1,1,7,0,0,16,161,67.81%,Bronze,medal
2006,Igor,Ninković,7,1,0,1,0,0,9,364,26.96%,Honourable,mention
2006,Mladen,Radojević,7,1,0,7,0,0,15,189,62.17%,Bronze,medal
2006,Marijana,Smailagić,7,1,1,7,1,0,17,150,70.02%,Bronze,medal
2006,Aleksandar,Trokicić,7,1,0,7,1,0,16,161,67.81%,Bronze,medal
