2009,Colman,Humphrey,0,1,0,1,0,0,2,482,14.72%
2009,Vicki,McAvinue,0,0,0,2,0,0,2,482,14.72%
2009,David,McCarthy,3,1,0,0,0,0,4,444,21.45%
2009,Jack,McKenna,2,2,0,2,0,0,6,416,26.42%
2009,Cillian,Power,1,1,0,0,0,0,2,482,14.72%
2008,Nick,Byrne,2,4,0,1,0,0,7,392,26.78%
2008,Galin,Ganchev,5,1,0,4,1,0,11,320,40.26%
2008,David,McCarthy,0,1,0,1,7,0,9,346,35.39%,Honourable,mention
2008,Katherine,McCutcheon,7,1,0,1,0,0,9,346,35.39%,Honourable,mention
2008,Jack,McKenna,2,0,0,4,0,0,6,407,23.97%
2008,Eoin,Murphy,0,2,0,1,0,0,3,459,14.23%
2007,Stephen,Dolan,7,0,0,7,0,0,14,226,56.65%,Bronze,medal
2007,Galin,Ganchev,0,2,0,7,1,0,10,322,38.15%,Honourable,mention
2007,James,Judd,3,1,0,7,0,0,11,293,43.74%,Honourable,mention
2007,Katherine,McCutcheon,0,1,0,3,0,0,4,447,14.07%
2007,Derek,O'Brien,2,1,0,1,0,0,4,447,14.07%
2007,Yuecong,Wang,0,1,0,7,0,0,8,365,29.87%,Honourable,mention
2006,Krzysztof,Bryla,0,1,0,3,0,0,4,437,12.27%
2006,Stephen,Dolan,7,1,0,2,0,0,10,335,32.80%,Honourable,mention
2006,Galin,Ganchev,5,0,0,7,0,0,12,308,38.23%,Honourable,mention
2006,James,Judd,0,1,0,7,0,0,8,388,22.13%,Honourable,mention
2006,Derek,O'Brien,3,1,0,2,1,0,7,408,18.11%
2006,Anthony,Walsh,7,0,0,1,0,0,8,388,22.13%,Honourable,mention
2005,Richard,Ellard,0,1,0,1,0,0,2,396,22.85%
2005,Galin,Ganchev,3,1,0,1,0,0,5,341,33.59%
2005,Fiachra,Knox,7,7,7,7,0,6,34,43,91.80%,Silver,medal
2005,Richard,Martin,0,0,0,0,1,0,1,445,13.28%
2005,Séamus,O'Boyle,2,1,0,6,0,0,9,277,46.09%
2005,Stephen,Ryan,0,1,1,2,0,0,4,356,30.66%
2004,Stephen,Casey,3,1,1,2,1,0,8,351,27.84%
2004,Kevin,Colgan,0,0,1,2,0,0,3,424,12.78%
2004,Fiachra,Knox,7,3,2,7,3,1,23,124,74.64%,Bronze,medal
2004,Séamus,O'Boyle,0,1,1,0,2,0,4,408,16.08%
2004,Brendan,O'Dowd,1,0,0,2,3,0,6,382,21.44%
2004,Stephen,Ryan,0,0,1,2,1,0,4,408,16.08%
2003,Diarmuid,Early,7,3,0,1,0,0,11,231,49.56%,Honourable,mention
2003,Hugh,Hurley,2,1,0,1,0,0,4,363,20.61%
2003,Fiachra,Knox,2,0,0,0,0,0,2,402,12.06%
2003,Eoin,Quinn,0,1,0,0,0,0,1,427,6.58%
2003,Gavan,Reilly,0,0,0,0,0,0,0,446,2.41%
2003,Michael,White,2,0,0,0,1,0,3,386,15.57%
2002,Jerry,Buckley,0,0,0,0,1,0,1,431,10.04%
2002,EJ,Daly,0,0,0,1,1,0,2,410,14.44%
2002,Diarmuid,Early,1,0,0,1,2,0,4,378,21.13%
2002,David,Murray,6,0,0,4,1,0,11,266,44.56%
