2021,Sandaru,Thathsara,Balahewa,0,0,0,0,0,0,0,533,13.92%
2021,Hitihami,Mudiyanselage,Mihiru,Anushka,Bandara,7,0,0,1,0,0,8,348,43.85%,Honourable,mention
2021,Thuwaragesh,Jayachandran,0,0,0,7,0,0,7,372,39.97%,Honourable,mention
2021,Shithila,Vibheetha,Mahabaduge,3,0,0,0,0,0,3,459,25.89%
2021,Pathirannehelage,Luchitha,Disal,Pathirana,0,0,0,0,0,0,0,533,13.92%
2021,Chandhopama,Thidas,Bandara,Wanasinghe,6,0,0,1,0,0,7,372,39.97%
2020,Hitihami,Mudiyanselage,Mihiru,Anushka,Bandara,7,0,0,0,0,0,7,445,27.80%,Honourable,mention
2020,Sithija,Abhishek,Kotuwewatta,7,0,0,0,0,0,7,445,27.80%,Honourable,mention
2020,Ghaura,Abheendra,Mahabaduge,7,2,0,7,1,0,17,262,57.56%,Bronze,medal
2020,Gonaduwage,Maneth,Banula,Perera,7,7,0,3,0,0,17,262,57.56%,Bronze,medal
2020,Thellabura,Vithanachchige,Nelushi,Vithanachchi,7,7,0,0,1,0,15,294,52.36%,Bronze,medal
2020,Chandhopama,Thidas,Bandara,Wanasinghe,7,0,0,0,7,0,14,317,48.62%,Honourable,mention
2019,Sandaru,Thathsara,Balahewa,7,0,0,1,0,0,8,444,28.55%,Honourable,mention
2019,Kisara,Sandaluka,Kodithuwakku,4,0,0,0,7,0,11,386,37.90%,Honourable,mention
2019,Sithija,Abhishek,Kotuwewatta,7,0,0,0,2,0,9,417,32.90%,Honourable,mention
2019,Ghaura,Abheendra,Mahabaduge,7,0,0,7,2,0,16,303,51.29%,Honourable,mention
2019,Gonaduwage,Maneth,Banula,Perera,7,6,0,7,2,0,22,168,73.06%,Bronze,medal
2019,Thellabura,Vithanachchige,Nelushi,Vithanachchi,7,0,0,0,0,0,7,463,25.48%,Honourable,mention
2018,Thishanka,Alahakoon,7,1,0,0,0,0,8,413,30.52%,Honourable,mention
