drzava,leto,ime,N1,N2,N3,N4,N5,N6,empty,skupaj,absolutno_mesto,relativno_mesto,nagrada,spol
DEN,2011,Nicklas Myrthue Thorsen,7,0,0,7,1,0,,15,282,50.0,Honourable mention,moški
DEN,2010,Niklas Oskar Daniel Hjuler,7,0,0,0,2,0,,9,386,26.1,Honourable mention,moški
DEN,2010,Nikolaj Kammersgaard,7,0,0,7,2,0,,16,199,62.0,Bronze medal,moški
DEN,2010,Mathias Weirsøe Klitgaard,3,0,0,0,6,0,,9,386,26.1,,moški
DEN,2010,Mathias Bæk Tejs Knudsen,4,7,1,5,7,7,,31,13,97.7,Gold medal,moški
DEN,2010,Mathias Kristensen,7,0,0,3,0,0,,10,366,29.94,Honourable mention,moški
DEN,2010,Anders Eller Thomsen,7,1,0,0,7,0,,15,226,56.81,Bronze medal,moški
DEN,2009,Ben Braithwaite,1,0,0,0,0,0,,1,511,9.57,,moški
DEN,2009,Pernille Hanehøj,5,0,0,1,0,0,,6,416,26.42,,ženska
DEN,2009,Rasmus Nørtoft Johansen,6,0,2,0,0,3,,11,314,44.5,,moški
DEN,2009,Nikolaj Kammersgaard,7,2,0,0,0,0,,9,354,37.41,Honourable mention,moški
DEN,2009,Mathias Bæk Tejs Knudsen,7,7,0,4,7,0,,25,117,79.43,Silver medal,moški
DEN,2009,Niels Olsen,7,5,1,1,2,0,,16,233,58.87,Bronze medal,moški
DEN,2008,Sune Kristian Jakobsen,7,1,1,7,7,1,,24,107,80.15,Silver medal,moški
DEN,2008,Asger Kjærulff Jensen,7,1,0,7,7,0,,22,127,76.4,Silver medal,moški
DEN,2008,Rasmus Nørtoft Johansen,0,1,0,4,0,0,,5,424,20.79,,moški
DEN,2008,Henrik Tobias Madsen,1,1,0,7,2,0,,11,320,40.26,Honourable mention,moški
DEN,2008,Niels Olsen,1,0,0,1,0,0,,2,479,10.49,,moški
DEN,2008,Mathias Bundgaard Svensson,1,0,0,1,0,0,,2,479,10.49,,moški
DEN,2007,Henrik Jacobsen,3,0,0,0,0,0,,3,454,12.72,,moški
DEN,2007,Sune Kristian Jakobsen,7,1,2,7,1,1,,19,133,74.57,Bronze medal,moški
DEN,2007,Asger Kjærulff Jensen,7,1,0,1,0,0,,9,344,33.91,Honourable mention,moški
DEN,2007,Mathias Rosdahl Jensen,0,1,0,0,0,0,,1,482,7.32,,moški
DEN,2007,Henrik Tobias Madsen,7,0,0,1,0,0,,8,365,29.87,Honourable mention,moški
DEN,2007,Niccolo Skovgård Poulsen,0,1,1,7,0,1,,10,322,38.15,Honourable mention,moški
DEN,2006,Sune Kristian Jakobsen,6,1,0,1,1,0,,9,364,26.96,,moški
DEN,2006,Anders Skovgaard Knudsen,6,0,0,3,0,0,,9,364,26.96,,moški
DEN,2006,Sebastian Paaske Tørholm,0,0,0,3,1,0,,4,437,12.27,,moški
DEN,2006,Niccolo Skovgård Poulsen,4,0,0,1,0,0,,5,427,14.29,,moški
DEN,2006,Jesper Brandt Rasmussen,5,7,0,1,0,0,,13,291,41.65,Honourable mention,moški
DEN,2006,Steen Vester,3,0,0,2,0,0,,5,427,14.29,,moški
DEN,2005,Mikkel Abrahamsen,0,1,0,1,0,0,,2,396,22.85,,moški
DEN,2005,Morten Kjær Poulsen,2,7,0,1,3,0,,13,238,53.71,Bronze medal,moški
DEN,2005,Drees Noes Andersen,2,1,0,1,1,0,,5,341,33.59,,moški
DEN,2005,Sune Nikolaj Precht Reeh,1,1,1,7,2,2,,14,225,56.25,Bronze medal,moški
DEN,2005,Eske Sparsø,7,2,0,7,0,1,,17,175,66.02,Bronze medal,moški
DEN,2005,Martin Wedel Jacobsen,2,1,1,7,6,1,,18,156,69.73,Bronze medal,moški
DEN,2004,Bo Chen,0,4,0,2,3,0,,9,335,31.13,,moški
DEN,2004,Thomas Dueholm Hansen,0,2,1,0,0,0,,3,424,12.78,,moški
DEN,2004,Søren Møller,0,4,0,0,0,1,,5,396,18.56,,moški
DEN,2004,Sune Nikolaj Precht Reeh,1,3,0,0,0,0,,4,408,16.08,,moški
DEN,2004,Eske Sparsø,0,0,2,0,3,0,,5,396,18.56,,moški
DEN,2004,Martin Wedel Jacobsen,7,3,0,7,0,3,,20,169,65.36,Bronze medal,moški
DEN,2003,Søren Brander,5,0,0,0,0,0,,5,346,24.34,,moški
DEN,2003,Thomas Hansen,2,0,0,0,0,0,,2,402,12.06,,moški
DEN,2003,Johan Nielsen,7,1,0,0,0,0,,8,292,36.18,Honourable mention,moški
DEN,2003,Flemming von Essen,7,1,0,0,0,0,,8,292,36.18,Honourable mention,moški
DEN,2003,Martin Wedel Jacobsen,1,3,0,0,0,0,,4,363,20.61,,moški
DEN,2002,Søren Brander,6,0,0,0,2,0,,8,308,35.77,,moški
DEN,2002,Jacob Kolind,6,0,0,0,1,0,,7,334,30.33,,moški
DEN,2002,Bjarke Roune,7,0,0,5,0,0,,12,249,48.12,Honourable mention,moški
DEN,2002,Anne Marie Svane,0,7,0,0,0,0,,7,334,30.33,Honourable mention,ženska
DEN,2002,Flemming von Essen,4,0,0,7,0,0,,11,266,44.56,Honourable mention,moški
DEN,2002,Martin Wedel Jacobsen,0,6,0,0,2,0,,8,308,35.77,,moški
DEN,2001,Ulrik Buckholtz,0,0,0,1,2,0,,3,364,23.09,,moški
DEN,2001,Jens Christian Jørgensen,0,0,0,0,2,0,,2,398,15.89,,moški
DEN,2001,Bogi Lenvig,2,0,2,0,0,0,,4,347,26.69,,moški
DEN,2001,Jan Agentoft Nielsen,7,0,0,0,3,0,,10,243,48.73,Honourable mention,moški
DEN,2001,Bjarke Roune,0,0,1,2,0,0,,3,364,23.09,,moški
DEN,2001,Kamille Sofie Taagholt,0,0,1,2,0,0,,3,364,23.09,,ženska
DEN,2000,Søren Boldsen,0,7,0,2,0,0,,9,260,43.7,Honourable mention,moški
DEN,2000,Lasse Dahl Ebert,0,1,0,0,0,0,,1,438,5.0,,moški
DEN,2000,Anders Dohn Hansen,0,1,0,2,0,0,,3,394,14.57,,moški
DEN,2000,Kristoffer Martinsen,0,0,0,0,0,0,,0,451,2.17,,moški
DEN,2000,Anders Schack-Nielsen,3,1,2,7,0,0,,13,190,58.91,Bronze medal,moški
DEN,2000,Kamille Sofie Taagholt,3,1,0,6,0,0,,10,230,50.22,,ženska
DEN,1999,Stefan Holm,6,0,1,1,0,1,,9,270,40.09,,moški
DEN,1999,Anette Svejsø Jensen,3,0,1,1,0,2,,7,316,29.84,,moški
DEN,1999,Thomas Kragh,5,0,7,1,0,3,,16,129,71.49,Bronze medal,moški
DEN,1999,Anders Schack-Nielsen,7,2,2,1,1,1,,14,159,64.81,Bronze medal,moški
DEN,1999,Kristian Støvrig Sørensen,3,0,0,2,0,0,,5,371,17.59,,moški
DEN,1998,Anne Lund Christophersen,0,0,0,0,0,0,,0,404,3.59,,ženska
DEN,1998,Michael Sass Hansen,2,0,1,3,0,0,,6,296,29.43,,moški
DEN,1998,Thomas Kragh,0,0,1,0,2,0,,3,340,18.9,,moški
DEN,1998,Per Dalgaard Rasmussen,0,0,1,0,0,0,,1,388,7.42,,moški
DEN,1998,Erik Soe Sørensen,5,0,2,0,2,0,,9,253,39.71,,moški
DEN,1998,Jakob Thomadsen,0,0,1,1,0,0,,2,369,11.96,,moški
DEN,1997,Kai Dainkhe Christensen,4,0,3,3,1,0,,11,272,40.96,,moški
DEN,1997,Kasper Dupont,2,5,0,7,1,0,,15,221,52.07,Bronze medal,moški
DEN,1997,Hans Kristian Mikkelsen,1,0,0,0,0,0,,1,419,8.93,,moški
DEN,1997,Svend Oscar Petersen,1,0,0,3,0,0,,4,376,18.3,,moški
DEN,1997,Anders Reiter Skovborg,1,1,0,7,0,0,,9,299,35.08,Honourable mention,moški
DEN,1997,Erik Soe Sørensen,4,0,0,7,0,2,,13,247,46.41,Honourable mention,moški
DEN,1996,Kai Dainkhe Christensen,4,0,2,0,0,6,,12,180,57.68,Bronze medal,moški
DEN,1996,Kasper Dupont,0,0,0,2,0,0,,2,372,12.29,,moški
DEN,1996,Mads Gydesen,2,3,0,0,1,7,,13,164,61.47,Bronze medal,moški
DEN,1996,Troels Haugbølle,2,0,1,3,0,0,,6,266,37.35,,moški
DEN,1996,Dagh Nielsen,4,0,0,0,0,0,,4,325,23.4,,moški
DEN,1996,Rune Zedeler,1,0,1,0,0,5,,7,248,41.61,,moški
DEN,1995,Søren G. Smith,3,1,1,7,5,0,,17,210,49.15,Honourable mention,moški
DEN,1995,Bennett Thomas Haselton,1,0,7,6,2,0,,16,222,46.23,Honourable mention,moški
DEN,1995,Anders N. Jensen,7,0,7,5,0,0,,19,193,53.28,Bronze medal,moški
DEN,1995,Toke Meier Carlsen,7,0,1,5,0,0,,13,263,36.25,Honourable mention,moški
DEN,1995,Birgitte Rahbek,1,0,1,1,1,0,,4,359,12.9,,ženska
DEN,1995,Jesper Stroh,7,0,0,1,0,0,,8,316,23.36,Honourable mention,moški
DEN,1994,Jacob Anderskov,2,0,0,0,4,0,,6,339,11.98,,moški
DEN,1994,Nis Anders Joergensen,0,2,7,0,3,7,,19,187,51.56,Bronze medal,moški
DEN,1994,Bjarne Knudsen,7,7,1,1,5,0,,21,165,57.29,Bronze medal,moški
DEN,1994,Rasmus Kousholt Sandberg,2,0,0,2,1,0,,5,345,10.42,,moški
DEN,1993,Bjarne Knudsen,0,0,7,2,6,2,,17,122,70.63,Bronze medal,moški
DEN,1993,No Netterstrøm,7,0,5,0,6,2,,20,91,78.16,Silver medal,moški
DEN,1993,Pernille Overby,0,0,1,0,1,0,,2,360,12.86,,ženska
DEN,1993,Jesper Østergaard Jensen,1,2,0,3,3,4,,13,161,61.17,Bronze medal,moški
DEN,1993,Kirsten Rosenkilde Kristensen,0,1,4,0,1,1,,7,241,41.75,,ženska
DEN,1993,Frederik Schaffalitzky,6,0,0,0,5,2,,13,161,61.17,Bronze medal,moški
DEN,1992,Bjarne Knudsen,1,1,0,2,0,2,,6,238,26.17,,moški
DEN,1992,No Netterstrøm,1,1,6,1,1,0,,10,192,40.5,,moški
DEN,1992,Jesper Østergaard Jensen,2,1,0,1,0,0,,4,276,14.33,,moški
DEN,1992,Kirsten Rosenkilde Kristensen,6,1,1,3,0,2,,13,156,51.71,,ženska
DEN,1992,Frederik Schaffalitzky,1,2,3,1,0,2,,9,204,36.76,,moški
DEN,1991,Kasper K.S. Andersen,0,7,3,0,0,0,,10,219,31.23,Honourable mention,moški
DEN,1991,Michael Berger,2,0,0,2,0,0,,4,268,15.77,,moški
DEN,1991,Bo Markussen,1,1,3,3,2,0,,10,219,31.23,,moški
DEN,1991,Frederik Schaffalitzky,1,6,0,5,0,1,,13,194,39.12,,moški
DEN,1991,Robert Stephan K. Udmark,1,4,0,0,7,0,,12,202,36.59,Honourable mention,moški
DOM,2019,Franco Almonte Bacci,1,0,0,0,2,0,,3,504,18.87,,moški
DOM,2019,Rafaelito Amador del Orbe,1,0,0,0,0,0,,1,540,13.06,,moški
DOM,2019,Lee Jin Woo,1,0,0,0,0,0,,1,540,13.06,,moški
DOM,2019,Vladislav Ryabinin,0,0,0,0,0,0,,0,573,7.74,,moški
DOM,2019,Isanny Tejeda Guzman,0,0,0,0,0,0,,0,573,7.74,,ženska
ECU,2021,Jahir Cajas,0,0,0,4,0,0,,4,439,29.13,,moški
ECU,2021,Miguel Guzman,5,0,0,7,0,0,,12,290,53.24,Bronze medal,moški
ECU,2021,Jhosue Infante,0,0,0,0,0,0,,0,533,13.92,,moški
ECU,2021,Zhiron Wu,2,0,0,2,0,0,,4,439,29.13,,ženska
ECU,2021,Jiamao Yu,7,0,0,7,0,0,,14,218,64.89,Bronze medal,moški
ECU,2021,Emilio Zamora,0,0,0,0,0,0,,0,533,13.92,,moški
ECU,2020,Jahir Manuel Cajas Toapanta,7,2,0,0,0,0,,9,395,35.93,Honourable mention,moški
ECU,2020,Miguel Guzmán,7,0,1,0,0,0,,8,419,32.03,Honourable mention,moški
ECU,2020,Jhosue Esteban Infante Carvajal,7,2,0,0,0,0,,9,395,35.93,Honourable mention,moški
ECU,2020,Yu Jiamao,7,7,0,7,1,0,,22,181,70.73,Bronze medal,moški
ECU,2020,Yu Peng,7,0,0,7,0,0,,14,317,48.62,Honourable mention,moški
ECU,2020,Leonardo Zambrano,7,2,0,0,0,0,,9,395,35.93,Honourable mention,moški
ECU,2019,Valeria Barco,3,0,0,0,0,0,,3,504,18.87,,ženska
ECU,2019,Yifan Chen,0,0,0,0,0,0,,0,573,7.74,,moški
ECU,2019,María Indacochea,1,7,0,0,0,0,,8,444,28.55,Honourable mention,ženska
ECU,2019,Yu Peng,7,0,0,0,2,0,,9,417,32.9,Honourable mention,moški
ECU,2019,Pedro Suarez,7,2,0,1,2,0,,12,376,39.52,Honourable mention,moški
ECU,2018,Axel Arturo Aveiga,0,0,0,2,0,0,,2,511,14.0,,moški
ECU,2018,Jiamao Yu Chen,0,0,0,0,1,0,,1,538,9.44,,moški
ECU,2018,Ana Paula Indacochea,7,1,0,6,1,0,,15,290,51.26,Honourable mention,ženska
ECU,2018,Maria Gratzia Indacochea,4,0,0,2,0,0,,6,441,25.8,,ženska
ECU,2018,Yu Peng,1,2,0,7,1,2,,13,320,46.21,Honourable mention,moški
ECU,2018,Pedro Andrés Suárez,7,1,0,2,1,0,,11,350,41.15,Honourable mention,moški
ECU,2017,Valerie Bustos,7,0,0,1,0,0,,8,497,19.22,Honourable mention,ženska
ECU,2017,Daniel Malave,7,0,0,2,0,0,,9,471,23.45,Honourable mention,moški
ECU,2017,Christopher Molina,5,0,0,7,0,0,,12,416,32.41,Honourable mention,moški
ECU,2017,Yu Peng,5,1,0,1,2,0,,9,471,23.45,,moški
ECU,2017,Sebastian Regalado,7,3,0,7,0,0,,17,188,69.54,Bronze medal,moški
ECU,2017,Joseph Tapia,7,2,0,2,0,0,,11,442,28.18,Honourable mention,moški
ECU,2016,Valerie Bustos,3,0,0,0,0,0,,3,501,16.81,,ženska
ECU,2016,Paolo Cuéllar,2,0,0,1,2,0,,5,481,20.13,,moški
ECU,2016,Adrián Delgado,0,0,0,6,0,0,,6,469,22.13,,moški
ECU,2016,Christopher Molina,1,0,0,1,0,0,,2,515,14.48,,moški
ECU,2016,Sebastián Regalado,7,0,0,7,0,0,,14,312,48.25,Honourable mention,moški
ECU,2016,Joseph Tapia,7,0,0,1,0,0,,8,429,28.79,Honourable mention,moški
ECU,2015,Valerie Bustos,0,0,0,0,0,0,,0,553,4.17,,ženska
ECU,2015,Paolo Cuéllar,4,0,0,7,1,0,,12,307,46.88,Honourable mention,moški
ECU,2015,Anthony Flores,1,0,0,7,1,0,,9,365,36.81,Honourable mention,moški
ECU,2015,Lissette Maingon,1,1,0,1,0,0,,3,480,16.84,,ženska
ECU,2015,Sebastián Regalado,1,1,0,0,0,0,,2,508,11.98,,moški
ECU,2015,Joseph Tapia,0,0,0,1,0,0,,1,532,7.81,,moški
ECU,2014,Paolo Cuéllar,0,0,0,7,0,0,,7,446,20.39,Honourable mention,moški
ECU,2014,Adrián Delgado,1,1,0,1,0,0,,3,483,13.77,,moški
ECU,2014,Anthony Flores,0,0,0,7,0,0,,7,446,20.39,Honourable mention,moški
ECU,2014,Lissette Maingon,0,0,0,1,0,0,,1,507,9.48,,ženska
ECU,2014,Melvin Poveda,0,0,0,1,0,0,,1,507,9.48,,moški
ECU,2014,Sebastián Regalado,0,0,0,0,0,0,,0,544,2.86,,moški
ECU,2013,Carlos Cortéz,7,7,0,7,2,0,,23,138,73.95,Bronze medal,moški
ECU,2013,Adrián Delgado,0,0,0,4,0,0,,4,442,16.16,,moški
ECU,2013,Mateo Espinosa Zarlenga,1,0,0,0,0,0,,1,474,10.08,,moški
ECU,2013,Omar Paladines,0,0,0,7,0,0,,7,394,25.29,Honourable mention,moški
ECU,2013,Javier Perez,0,1,0,7,0,0,,8,355,32.7,Honourable mention,moški
ECU,2013,Emilio Rosado,1,0,0,0,1,0,,2,460,12.74,,moški
ECU,2012,Carlos Cortéz,7,6,0,6,0,0,,19,151,72.53,Bronze medal,moški
ECU,2012,Mateo Espinosa Zarlenga,1,0,0,1,0,0,,2,498,8.97,,moški
ECU,2012,Anthony Flores,3,0,0,0,0,0,,3,483,11.72,,moški
ECU,2012,Omar Paladines,7,0,0,2,0,0,,9,373,31.87,Honourable mention,moški
ECU,2012,Javier Perez,7,0,0,0,4,0,,11,316,42.31,Honourable mention,moški
ECU,2012,Daniel Samaniego,3,0,0,0,0,0,,3,483,11.72,,moški
ECU,2011,Bryan Beider,4,0,0,0,2,0,,6,428,24.02,,moški
ECU,2011,Carlos Cortéz,7,0,0,7,6,0,,20,171,69.75,Bronze medal,moški
ECU,2011,Lucy Freire,0,0,0,0,0,0,,0,544,3.38,,ženska
ECU,2011,Galo Lara,2,0,0,0,0,0,,2,516,8.36,,moški
ECU,2011,Omar Paladines,2,0,0,0,0,0,,2,516,8.36,,moški
ECU,2011,Daniel Samaniego,2,0,0,0,0,0,,2,516,8.36,,moški
ECU,2010,Carlos Cortéz,5,2,0,0,0,0,,7,418,19.96,,moški
ECU,2010,Jennifer Figueroa,2,0,0,2,0,0,,4,473,9.4,,ženska
ECU,2010,Nicolás Gómez,0,0,0,0,0,0,,0,501,4.03,,moški
ECU,2010,María-José Jaramillo,0,0,0,0,0,0,,0,501,4.03,,ženska
ECU,2010,Miguel Ordóñez,7,1,0,7,0,0,,15,226,56.81,Bronze medal,moški
ECU,2010,Xavier Soriano,4,2,0,7,0,0,,13,313,40.12,Honourable mention,moški
ECU,2009,Christian Abad,6,0,0,3,0,0,,9,354,37.41,,moški
ECU,2009,Gabriel Bravo,0,2,0,0,0,0,,2,482,14.72,,moški
ECU,2009,Caril Martinez,0,3,0,0,0,0,,3,459,18.79,,moški
ECU,2009,Miguel Ordóñez,2,1,0,0,0,0,,3,459,18.79,,moški
ECU,2009,Christian Pihuave,0,0,0,0,0,0,,0,547,3.19,,moški
ECU,2009,Xavier Soriano,1,1,0,7,0,0,,9,354,37.41,Honourable mention,moški
ECU,2008,Qi Han,7,1,0,1,0,0,,9,346,35.39,Honourable mention,moški
ECU,2008,Alex Lee,4,0,0,0,0,0,,4,448,16.29,,moški
ECU,2008,Miguel Ordóñez,1,1,0,1,0,0,,3,459,14.23,,moški
ECU,2008,Alfredo Sanchez,1,0,0,1,0,0,,2,479,10.49,,moški
ECU,2008,Pablo Serrano,1,0,0,1,1,0,,3,459,14.23,,moški
ECU,2008,Xavier Soriano,1,0,0,4,0,0,,5,424,20.79,,moški
ECU,2007,Qi Han,1,6,0,7,0,0,,14,226,56.65,Bronze medal,moški
ECU,2007,Alex Lee,0,0,0,3,0,0,,3,454,12.72,,moški
ECU,2007,Ronald Ma Lam,0,1,0,7,0,0,,8,365,29.87,Honourable mention,moški
ECU,2007,Julio Rivera,0,1,0,1,0,0,,2,464,10.79,,moški
ECU,2007,Alfredo Sanchez,0,0,0,7,0,0,,7,402,22.74,Honourable mention,moški
ECU,2007,Pablo Serrano,0,0,0,0,0,0,,0,506,2.7,,moški
ECU,2006,Fernando Daniel Gómez Sánchez,7,1,0,7,0,0,,15,189,62.17,Bronze medal,moški
ECU,2006,Carlos Gonzalez,1,1,0,2,0,0,,4,437,12.27,,moški
ECU,2006,Qi Han,7,1,0,1,0,0,,9,364,26.96,Honourable mention,moški
ECU,2006,Richard Lescano,0,1,0,1,0,0,,2,459,7.85,,moški
ECU,2006,Julio Rivera,7,0,0,1,0,0,,8,388,22.13,Honourable mention,moški
ECU,2006,Pablo Serrano,0,1,0,1,0,0,,2,459,7.85,,moški
ECU,2005,Carlos Andrés González Aguilar,0,1,0,0,0,0,,1,445,13.28,,moški
ECU,2005,Julio Armando Rivera Dumani,0,1,0,0,0,0,,1,445,13.28,,moški
ECU,2005,David Leonardo Barzallo Correa,0,1,0,0,0,0,,1,445,13.28,,moški
ECU,2005,Georges Benjamin Flament Jordan,0,0,0,0,0,0,,0,486,5.27,,moški
ECU,2005,Fernando Daniel Gómez Sánchez,1,4,0,7,2,0,,14,225,56.25,Bronze medal,moški
ECU,2005,Gabriela Paola Salcán Reyes,0,0,0,0,0,0,,0,486,5.27,,ženska
ECU,2004,Nataly Andaluz,0,1,0,0,0,0,,1,456,6.19,,
ECU,2004,Carla Espinoza,0,0,0,0,0,0,,0,469,3.51,,
ECU,2004,Fernando Daniel Gómez Sánchez,7,0,1,2,3,0,,13,272,44.12,Honourable mention,moški
ECU,2004,Julio Rivera,0,0,0,0,0,0,,0,469,3.51,,moški
ECU,2004,German Valencia,0,0,0,0,0,0,,0,469,3.51,,
ECU,2004,Eduardo Vallarino Vernaza,0,0,0,0,0,0,,0,469,3.51,,moški
ECU,2003,Romnie Alberto Acosta Castro,0,0,0,7,0,0,,7,320,30.04,Honourable mention,
ECU,2003,Ricardo Andres Astudillo Bohorquez,0,0,0,0,0,0,,0,446,2.41,,
ECU,2003,David Leonardo Barzallo Correa,0,0,0,0,0,0,,0,446,2.41,,moški
ECU,2003,Fernando Daniel Gómez Sánchez,0,0,0,1,0,0,,1,427,6.58,,moški
ECU,2003,Miguel Adolfo Salcan Reyes,0,1,0,0,0,0,,1,427,6.58,,
ECU,2003,German Santiago Valencia Martin,0,2,0,0,0,0,,2,402,12.06,,
ECU,2002,Romnie Alberto Acosta Castro,0,1,0,0,0,0,,1,431,10.04,,
ECU,2002,David Leonardo Barzallo Correa,0,0,0,1,0,0,,1,431,10.04,,moški
ECU,2002,Johan Chon,0,0,0,0,0,0,,0,459,4.18,,
ECU,2002,Andrew Cornejo,0,0,0,0,0,0,,0,459,4.18,,
ECU,2002,German Valencia,0,0,0,0,0,0,,0,459,4.18,,
ECU,2002,Eduardo Vallarino Vernaza,0,0,0,1,0,0,,1,431,10.04,,moški
ECU,2001,Irene Baquerizo Arosemena,0,0,0,0,0,0,,0,446,5.72,,ženska
ECU,2001,Andrea Cornejo Ayala,0,0,0,0,0,0,,0,446,5.72,,ženska
ECU,2001,Luis Alfredo Pera Salmon,0,0,0,0,0,0,,0,446,5.72,,moški
ECU,2001,Daniel Torres,0,0,0,0,0,0,,0,446,5.72,,moški
ECU,2001,Germáan Valencia Martin,0,0,0,0,0,0,,0,446,5.72,,moški
ECU,2001,Eduardo Vallarino Vernaza,0,0,0,0,0,0,,0,446,5.72,,moški
ECU,2000,Fernando Alberto Alvarez Marin,2,1,0,1,0,0,,4,368,20.22,,
ECU,2000,Allan Jose Haraldsson Rojas,0,2,0,2,1,0,,5,350,24.13,,
ECU,2000,Michael Padilla Chalen,0,2,0,2,0,0,,4,368,20.22,,
ECU,2000,Felix Robledo Arteaga,0,1,0,0,0,0,,1,438,5.0,,
ECU,2000,Marcelo Rodriguez Caicedo,0,1,0,3,0,0,,4,368,20.22,,
ECU,2000,Pedro Salcan Reyes,0,1,0,0,0,0,,1,438,5.0,,
ECU,1988,Christian Avendano,1,0,0,0,0,0,,1,258,3.75,,moški
EGY,2021,Ahmad Elsaieed,1,0,0,0,1,0,,2,470,24.11,,moški
EGY,2021,Mohamed Mostafa,0,0,0,0,0,0,,0,533,13.92,,moški
EGY,2019,Abdelrahman Aboubih,1,0,0,1,0,0,,2,523,15.81,,moški
EGY,2019,Adham Ahmed,0,0,0,0,2,0,,2,523,15.81,,moški
EGY,2019,Zyad Hassan,1,0,0,0,3,0,,4,489,21.29,,moški
EGY,2019,Ahmed Sharaf,1,1,0,0,2,0,,4,489,21.29,,moški
EGY,2018,Ahmed Abdelaziz,1,0,0,7,0,0,,8,413,30.52,Honourable mention,moški
EGY,2018,John Attia,0,2,0,0,0,0,,2,511,14.0,,moški
EGY,2018,Bassant Mohamed,0,0,0,0,0,0,,0,565,4.89,,ženska
EGY,2018,Emil Yousef,0,0,0,0,0,0,,0,565,4.89,,moški
EGY,2017,Abdelrahman Elawadly,0,0,0,0,0,0,,0,604,1.79,,moški
EGY,2017,Khaled Hagras,1,0,0,0,0,0,,1,582,5.37,,moški
EGY,2017,Zyad Hassan,1,0,0,1,0,0,,2,567,7.82,,moški
EGY,2016,Noha Aboqara,2,0,0,0,0,0,,2,515,14.48,,ženska
EGY,2016,Moaaz Alqady,0,2,0,0,0,0,,2,515,14.48,,moški
EGY,2016,Ahmad El Gazzar,0,0,0,0,0,0,,0,568,5.66,,moški
EGY,2016,Marim Faroun,1,0,0,0,0,0,,1,539,10.48,,ženska
EGY,2016,Hatem Mousa,0,0,0,0,0,0,,0,568,5.66,,moški
EST,2021,Andres Alumets,7,0,0,4,0,0,,11,304,50.97,Honourable mention,moški
EST,2021,Aleksei Ganyukov,7,0,0,0,0,0,,7,372,39.97,Honourable mention,moški
EST,2021,Kristjan-Erik Kahu,5,0,0,7,2,0,,14,218,64.89,Bronze medal,moški
EST,2021,Ralf Joosep Kask,7,0,0,7,7,0,,21,105,83.17,Silver medal,moški
EST,2021,Martin Rahe,7,0,0,0,0,0,,7,372,39.97,Honourable mention,moški
EST,2021,Marko Tsengov,2,0,0,0,1,0,,3,459,25.89,,moški
EST,2020,Andres Alumets,0,0,0,7,0,0,,7,445,27.8,Honourable mention,moški
EST,2020,Artur Avameri,7,4,0,7,1,0,,19,236,61.79,Bronze medal,moški
EST,2020,Kristjan-Erik Kahu,7,1,0,0,1,0,,9,395,35.93,Honourable mention,moški
EST,2020,Ralf Joosep Kask,7,2,0,0,0,0,,9,395,35.93,Honourable mention,moški
EST,2020,Martin Rahe,7,0,1,7,1,0,,16,272,55.93,Bronze medal,moški
EST,2020,Hendrik Vija,7,2,0,7,7,1,,24,140,77.4,Silver medal,moški
EST,2019,Artur Avameri,7,6,0,6,7,0,,26,122,80.48,Silver medal,moški
EST,2019,Kaarel August Kurik,6,0,0,7,6,0,,19,256,58.87,Bronze medal,moški
EST,2019,Richard Luhtaru,7,1,0,7,7,0,,22,168,73.06,Bronze medal,moški
EST,2019,Martin Rahe,6,0,0,1,2,0,,9,417,32.9,,moški
EST,2019,Toomas Tennisberg,7,0,0,6,7,0,,20,245,60.65,Bronze medal,moški
EST,2019,Hendrik Vija,7,1,0,7,7,0,,22,168,73.06,Bronze medal,moški
EST,2018,Artur Avameri,5,2,0,7,1,0,,15,290,51.26,Honourable mention,moški
EST,2018,Kati Iher,7,1,0,2,0,0,,10,368,38.11,Honourable mention,ženska
EST,2018,Richard Luhtaru,7,7,0,7,5,1,,27,111,81.45,Silver medal,moški
EST,2018,Karl Paul Parmakson,2,2,0,1,1,0,,6,441,25.8,,moški
EST,2018,Toomas Tennisberg,1,3,0,7,2,0,,13,320,46.21,Honourable mention,moški
EST,2018,Hendrik Vija,3,1,0,2,3,0,,9,391,34.23,,moški
EST,2017,Kaarel Hänni,7,3,0,3,1,0,,14,342,44.46,Honourable mention,moški
EST,2017,Joonas Jürgen Kisel,7,3,0,4,0,0,,14,342,44.46,Honourable mention,moški
EST,2017,Nikita Leo,7,1,0,0,0,0,,8,497,19.22,Honourable mention,moški
EST,2017,Richard Luhtaru,7,4,0,7,1,0,,19,115,81.43,Silver medal,moški
EST,2017,Toomas Tennisberg,7,0,0,1,0,0,,8,497,19.22,Honourable mention,moški
EST,2017,Hendrik Vija,5,3,0,1,0,0,,9,471,23.45,,moški
EST,2016,Kaarel Hänni,7,0,0,1,1,0,,9,409,32.11,Honourable mention,moški
EST,2016,Joonas Jürgen Kisel,5,0,0,7,2,0,,14,312,48.25,Honourable mention,moški
EST,2016,Richard Luhtaru,7,0,0,7,0,0,,14,312,48.25,Honourable mention,moški
EST,2016,Oliver Nisumaa,7,2,0,7,0,0,,16,253,58.07,Bronze medal,moški
EST,2016,Andres Unt,0,1,0,0,2,0,,3,501,16.81,,moški
EST,2016,Hendrik Vija,5,0,0,6,0,0,,11,379,37.1,,moški
