drzava,leto,ime,N1,N2,N3,N4,N5,N6,empty,skupaj,absolutno_mesto,relativno_mesto,nagrada,spol
SYR,2018,Hafez Alassad,2,0,0,0,1,0,,3,486,18.21,,moški
SYR,2018,Muhammad Alhafi,7,4,0,0,7,0,,18,228,61.72,Bronze medal,moški
SYR,2018,Ahmad Alkhamis,0,0,0,4,1,0,,5,452,23.95,,moški
SYR,2018,Abdulkarim Alsayed Ramadan,7,1,0,2,0,0,,10,368,38.11,Honourable mention,moški
SYR,2018,Elie Eshoa,7,4,0,3,1,0,,15,290,51.26,Honourable mention,moški
SYR,2018,Mark Jabbour,7,4,0,0,7,0,,18,228,61.72,Bronze medal,moški
SYR,2017,Ahmad Abou Dan,7,1,0,7,0,0,,15,292,52.61,Honourable mention,moški
SYR,2017,Hafez Al-Assad,0,0,0,7,0,0,,7,528,14.17,Honourable mention,moški
SYR,2017,Ahmad Alkhamis,7,1,0,7,0,0,,15,292,52.61,Honourable mention,moški
SYR,2017,Ali Deeb,5,1,0,7,0,0,,13,390,36.64,Honourable mention,moški
SYR,2017,Elie Eshoa,7,0,0,7,0,0,,14,342,44.46,Honourable mention,moški
SYR,2017,Mark Jabbour,7,7,0,7,0,0,,21,82,86.81,Silver medal,moški
SYR,2016,Hafez Alassad,7,0,0,4,2,0,,13,355,41.1,Honourable mention,moški
SYR,2016,Jullanar Alshahoud,7,0,0,1,0,0,,8,429,28.79,Honourable mention,ženska
SYR,2016,Ghaith Alzouhaili,6,2,0,7,2,0,,17,224,62.9,Bronze medal,moški
SYR,2016,Muhammad Hanino,7,2,0,7,4,0,,20,169,72.05,Bronze medal,moški
SYR,2016,Mark Jabbour,7,2,0,7,2,0,,18,206,65.89,Bronze medal,moški
SYR,2016,Ahmad Mehrez,7,2,0,2,0,0,,11,379,37.1,Honourable mention,moški
SYR,2015,Yazan Alnasr,0,0,0,7,1,0,,8,394,31.77,Honourable mention,moški
SYR,2015,Ghaith Alzouhaili,5,0,0,7,1,0,,13,283,51.04,Honourable mention,moški
SYR,2015,Muhammad Hanino,4,2,0,7,1,0,,14,257,55.56,Bronze medal,moški
SYR,2015,Mustafa Khalil,1,0,0,7,2,0,,10,337,41.67,Honourable mention,moški
SYR,2015,Mohamad Mohamad,0,1,0,4,0,0,,5,449,22.22,,moški
SYR,2015,Sami Rahmeh,7,1,1,7,3,0,,19,118,79.69,Silver medal,moški
SYR,2014,Mohammad Khaddour,3,0,0,2,0,0,,5,470,16.1,,moški
SYR,2014,Mustafa Khalil,1,0,0,7,0,0,,8,421,24.87,Honourable mention,moški
SYR,2014,Mohamad Mohamad,3,0,0,1,0,0,,4,476,15.03,,moški
SYR,2014,Ahmad Rami Rahmeh,2,0,0,7,0,0,,9,404,27.91,Honourable mention,moški
SYR,2014,Sami Rahmeh,7,0,0,7,1,0,,15,296,47.23,Honourable mention,moški
SYR,2014,Ahmed Rajab,5,0,0,7,0,0,,12,367,34.53,Honourable mention,moški
SYR,2013,Mohammad Khaddour,0,0,0,3,0,0,,3,452,14.26,,moški
SYR,2013,Mustafa Khalil,0,0,0,0,0,0,,0,494,6.27,,moški
SYR,2013,Ahmad Rami Rahmeh,1,0,0,7,0,0,,8,355,32.7,Honourable mention,moški
SYR,2013,Sami Rahmeh,0,0,0,3,0,0,,3,452,14.26,,moški
SYR,2012,Mohammad Obay Alalousi,1,0,0,1,0,0,,2,498,8.97,,moški
SYR,2012,Mhd Yazan Hamshow,0,0,0,0,0,0,,0,529,3.3,,moški
SYR,2012,Abdulbaset Hassoun Al Najjar,1,0,0,0,0,0,,1,514,6.04,,moški
SYR,2012,Mohammad Khaddour,7,0,0,1,0,0,,8,398,27.29,Honourable mention,moški
SYR,2012,Ali Khedr,1,0,0,4,3,0,,8,398,27.29,,moški
SYR,2012,Mhd Hashim Obeid,0,0,0,0,0,0,,0,529,3.3,,moški
SYR,2011,Ghaith Abuhakema,0,0,0,0,0,0,,0,544,3.38,,moški
SYR,2011,Qusai Alothman,7,0,0,0,1,0,,8,402,28.65,Honourable mention,moški
SYR,2011,Ali Assi,1,0,0,1,0,0,,2,516,8.36,,moški
SYR,2011,Abdulbaset Hassoun Al Najjar,0,0,0,1,0,0,,1,530,5.87,,moški
SYR,2011,Bishr Maradni,0,0,0,1,1,0,,2,516,8.36,,moški
SYR,2011,Mokhtar Nadren,1,0,0,0,0,0,,1,530,5.87,,moški
SYR,2010,Ola Al Othman,0,1,0,0,0,0,,1,493,5.57,,ženska
SYR,2010,Qusai Alothman,5,0,0,0,0,0,,5,461,11.71,,moški
SYR,2010,Budour Khalil,1,0,0,7,0,0,,8,401,23.22,Honourable mention,ženska
SYR,2010,Nour Maamary,3,0,0,3,0,0,,6,445,14.78,,ženska
SYR,2010,Mokhtar Nadren,2,0,0,7,0,0,,9,386,26.1,Honourable mention,moški
SYR,2010,Oula Suliman,0,0,0,0,0,0,,0,501,4.03,,ženska
SYR,2009,Basel Ahmad,0,1,0,0,0,0,,1,511,9.57,,moški
SYR,2009,Dina Ibrahim,0,0,0,0,0,0,,0,547,3.19,,ženska
SYR,2009,Budour Khalil,0,1,0,0,0,0,,1,511,9.57,,ženska
SYR,2009,Nour Maamary,0,1,0,1,0,0,,2,482,14.72,,ženska
SYR,2009,Mokhtar Nadren,0,2,0,1,0,0,,3,459,18.79,,moški
TWN,2021,Pai-Li Cheng,7,0,1,7,7,0,,22,63,89.97,Silver medal,moški
TWN,2021,Yi-Hsiang Chiao,7,0,0,7,2,0,,16,167,73.14,Bronze medal,moški
TWN,2021,Wei-Hsuan Hsin,6,2,7,7,7,7,,36,3,99.68,Gold medal,moški
TWN,2021,Po-Hsiang Hsu,7,1,1,7,6,0,,22,63,89.97,Silver medal,moški
TWN,2021,Chih-Kai Liao,7,1,0,5,7,0,,20,143,77.02,Silver medal,moški
TWN,2021,Wayne Yan,7,1,0,7,0,0,,15,180,71.04,Bronze medal,moški
TWN,2020,Cheng-Ying Chang,7,7,0,7,7,1,,29,59,90.57,Silver medal,moški
TWN,2020,Tsung-Chen Chen,7,7,4,7,1,1,,27,114,81.63,Silver medal,moški
TWN,2020,Po-Hsiang Hsu,7,2,4,7,0,1,,21,206,66.67,Bronze medal,moški
TWN,2020,Te-Cheng Liu,7,5,0,7,7,0,,26,121,80.49,Silver medal,moški
TWN,2020,Wei-Fu Tseng,7,1,0,7,7,0,,22,181,70.73,Bronze medal,moški
TWN,2020,Shang-Yu Wu,7,2,4,7,0,0,,20,227,63.25,Bronze medal,moški
TWN,2019,Tien-Sheng Cheng,5,1,0,7,7,0,,20,245,60.65,Bronze medal,moški
TWN,2019,Ming Hsiao,7,7,0,5,2,0,,21,214,65.65,Bronze medal,moški
TWN,2019,Chung-Chun Huang,7,6,0,7,7,7,,34,28,95.65,Gold medal,moški
TWN,2019,Cheng-Yen Li,7,0,0,7,4,0,,18,267,57.1,Bronze medal,moški
TWN,2019,Yu-Sheng Shih,7,7,1,7,7,0,,29,55,91.29,Silver medal,moški
TWN,2019,Shang-Yu Wu,7,0,6,6,7,0,,26,122,80.48,Silver medal,moški
TWN,2018,Jung-Tao Cheng,7,7,7,7,3,7,,38,6,99.16,Gold medal,moški
TWN,2018,Tien-Sheng Cheng,7,7,0,7,1,1,,23,157,73.69,Bronze medal,moški
TWN,2018,Wei-Ping Huang,7,7,4,7,7,1,,33,24,96.12,Gold medal,moški
TWN,2018,Ting-Feng Lin,7,7,0,7,7,1,,29,61,89.88,Silver medal,moški
TWN,2018,Yu-Sheng Shih,7,7,0,2,0,1,,17,250,58.01,Bronze medal,moški
TWN,2018,Shih-Yu Wang,7,7,4,7,7,7,,39,4,99.49,Gold medal,moški
TWN,2017,Jung-Tao Cheng,7,7,0,7,0,0,,21,82,86.81,Silver medal,moški
TWN,2017,Tien-Chun Cheng,7,5,0,7,7,0,,26,30,95.28,Gold medal,moški
TWN,2017,Yu-Pin Chiu,5,7,0,7,0,3,,22,72,88.44,Silver medal,moški
TWN,2017,Wei-Jiun Kao,7,4,0,7,0,0,,18,139,77.52,Bronze medal,moški
TWN,2017,Shuang-Yen Lee,7,7,0,7,0,0,,21,82,86.81,Silver medal,moški
TWN,2017,Shih-Yu Wang,7,1,0,7,0,7,,22,72,88.44,Silver medal,moški
TWN,2016,Jung-Tao Cheng,7,2,5,7,7,2,,30,35,94.34,Gold medal,moški
TWN,2016,Tien-Chun Cheng,7,7,0,3,7,3,,27,63,89.68,Silver medal,moški
TWN,2016,Yu-Pin Chiu,7,7,0,7,3,0,,24,94,84.53,Silver medal,moški
TWN,2016,Calvin Shao-Huai Hsu,7,7,0,7,7,7,,35,12,98.17,Gold medal,moški
TWN,2016,Pin-Hung Lee,7,7,2,7,2,6,,31,23,96.34,Gold medal,moški
TWN,2016,Shih-Yu Wang,7,7,0,7,4,3,,28,45,92.68,Silver medal,moški
TWN,2015,Tien-Chun Cheng,7,3,1,6,1,5,,23,58,90.1,Silver medal,moški
TWN,2015,Yu-Pin Chiu,7,1,1,7,3,0,,19,118,79.69,Silver medal,moški
TWN,2015,Calvin Shao-Huai Hsu,7,0,0,6,1,0,,14,257,55.56,Bronze medal,moški
TWN,2015,Wei-Jiun Kao,0,2,1,7,3,0,,13,283,51.04,Honourable mention,moški
TWN,2015,Tai-Ning Liao,7,1,2,7,3,3,,23,58,90.1,Silver medal,moški
TWN,2015,Pang-Cheng Wu,7,2,0,7,7,0,,23,58,90.1,Silver medal,moški
TWN,2014,William Ting-Wei Chao,7,6,7,7,6,5,,38,7,98.93,Gold medal,moški
TWN,2014,Evan Yiting Chen,7,7,7,7,7,1,,36,12,98.03,Gold medal,moški
TWN,2014,Po-Jui Chen,7,5,0,7,2,0,,21,163,71.02,Bronze medal,moški
TWN,2014,Pang-Cheng Wu,7,6,0,7,0,0,,20,200,64.4,Bronze medal,moški
TWN,2014,Po-Sheng Wu,7,7,7,7,7,7,,42,1,100.0,Gold medal,moški
TWN,2014,Hung-Hsun Yu,7,7,7,7,7,0,,35,15,97.5,Gold medal,moški
TWN,2013,Hung Chiang,7,6,0,7,1,5,,26,110,79.28,Silver medal,moški
TWN,2013,Yu-Guan Hsieh,7,6,0,7,7,0,,27,101,80.99,Silver medal,moški
TWN,2013,Ting-Chun Lin,7,7,6,7,7,0,,34,23,95.82,Gold medal,moški
TWN,2013,Yen-Shi Wang,7,7,0,7,7,0,,28,61,88.59,Silver medal,moški
TWN,2013,Po-Sheng Wu,7,7,0,7,7,3,,31,34,93.73,Gold medal,moški
TWN,2013,Hung-Hsun Yu,7,5,7,7,0,4,,30,46,91.44,Silver medal,moški
TWN,2012,Brian Chen,7,7,4,7,2,4,,31,24,95.79,Gold medal,moški
TWN,2012,Wayne Liao,7,1,0,3,7,3,,21,112,79.67,Silver medal,moški
TWN,2012,Kuan-Yu Lin,7,7,0,6,7,0,,27,52,90.66,Silver medal,moški
TWN,2012,Che-Ping Tsai,7,4,0,7,7,1,,26,61,89.01,Silver medal,moški
TWN,2012,Chih-Kuan Yeh,7,1,1,4,0,0,,13,277,49.45,Honourable mention,moški
TWN,2012,Jia-Ruei Yu,7,0,0,2,0,0,,9,373,31.87,Honourable mention,moški
TWN,2011,Brian Chen,7,1,0,7,7,1,,23,83,85.41,Silver medal,moški
TWN,2011,Shiang-Chih Hua,7,1,7,7,7,0,,29,25,95.73,Gold medal,moški
TWN,2011,Wayne Liao,7,1,1,7,7,1,,24,74,87.01,Silver medal,moški
TWN,2011,Che-Ping Tsai,7,0,7,7,6,0,,27,55,90.39,Silver medal,moški
TWN,2011,Hsin-Po Wang,7,2,2,7,7,3,,28,39,93.24,Gold medal,moški
TWN,2011,Kai Wang,7,1,0,7,7,1,,23,83,85.41,Silver medal,moški
TWN,2010,Yu-An Chen,7,1,0,7,0,0,,15,226,56.81,Bronze medal,moški
TWN,2010,Chih-Yang Hsia,7,7,0,7,0,0,,21,106,79.85,Silver medal,moški
TWN,2010,Shiang-Chih Hua,7,7,0,7,7,1,,29,18,96.74,Gold medal,moški
TWN,2010,Tzu-Wei Tseng,5,0,0,7,0,0,,12,337,35.51,Honourable mention,moški
TWN,2010,Kai Wang,7,7,1,7,2,0,,24,60,88.68,Silver medal,moški
TWN,2010,Yi-Chan Wu,7,7,1,7,0,0,,22,76,85.6,Silver medal,moški
TWN,2009,Han Lin Hsieh,7,7,0,7,7,0,,28,83,85.46,Silver medal,moški
TWN,2009,Yu-Fan Tung,7,7,1,5,7,0,,27,101,82.27,Silver medal,moški
TWN,2009,Chien-Yi Wang,7,7,1,6,7,0,,28,83,85.46,Silver medal,moški
TWN,2009,Hsin-Po Wang,7,7,1,7,7,4,,33,37,93.62,Gold medal,moški
TWN,2009,Yi-Chan Wu,7,3,0,7,7,0,,24,130,77.13,Silver medal,moški
TWN,2009,Chen-Yu Yang,7,7,1,3,7,0,,25,117,79.43,Silver medal,moški
TWN,2008,Pao-Yu Chien,7,7,6,7,7,0,,34,29,94.76,Gold medal,moški
TWN,2008,Po-Hsiang Hao,7,7,1,7,1,0,,23,116,78.46,Silver medal,moški
TWN,2008,Lun-Kai Hsu,7,5,0,7,7,0,,26,78,85.58,Silver medal,moški
TWN,2008,Kuan-Chieh Liao,7,1,0,7,7,0,,22,127,76.4,Silver medal,moški
TWN,2008,Pi-Hsun Shih,7,6,3,7,7,0,,30,48,91.2,Silver medal,moški
TWN,2008,Szu-Po Wang,7,7,5,7,7,0,,33,33,94.01,Gold medal,moški
TWN,2007,Yi-Wei Chan,7,7,0,7,7,0,,28,40,92.49,Silver medal,moški
TWN,2007,Pao-Yu Chien,7,7,1,7,7,0,,29,28,94.8,Gold medal,moški
TWN,2007,Yu-Wei Fan,7,7,0,7,1,1,,23,83,84.2,Silver medal,moški
TWN,2007,Kuan-Chieh Liao,6,7,1,7,7,1,,29,28,94.8,Gold medal,moški
TWN,2007,Kuan-Yu Lin,7,3,0,7,1,0,,18,145,72.25,Bronze medal,moški
TWN,2007,Pi-Hsun Shih,7,7,0,7,1,0,,22,93,82.27,Silver medal,moški
TWN,2006,Yi-Wei Chan,7,4,7,7,3,0,,28,27,94.77,Gold medal,moški
TWN,2006,I-An Fan,7,7,0,7,0,0,,21,98,80.48,Silver medal,moški
TWN,2006,Tzu-Chiao Lin,7,7,0,7,0,0,,21,98,80.48,Silver medal,moški
TWN,2006,Che-Yu Liu,7,1,0,6,5,0,,19,117,76.66,Silver medal,moški
TWN,2006,Pi-Hsun Shih,7,1,7,6,4,0,,25,49,90.34,Silver medal,moški
TWN,2006,Chung-Heng Yeh,7,7,0,7,1,0,,22,76,84.91,Silver medal,moški
TWN,2005,Shinn-Yih Huang,7,7,7,7,7,7,,42,1,100.0,Gold medal,moški
TWN,2005,Che-Yu Liu,7,7,0,1,7,2,,24,108,79.1,Silver medal,moški
TWN,2005,Yi Ou Yang,1,6,0,7,7,7,,28,72,86.13,Silver medal,moški
TWN,2005,Cheng-Chiang Tsai,7,7,7,7,7,7,,42,1,100.0,Gold medal,moški
TWN,2005,Kun-Chieh Wang,7,7,7,7,7,1,,36,29,94.53,Gold medal,moški
TWN,2005,Chung-Heng Yeh,2,1,0,7,7,1,,18,156,69.73,Bronze medal,moški
TWN,2004,Hsin-Yu Chao,7,7,3,7,6,2,,32,38,92.37,Gold medal,
TWN,2004,Shinn-Yih Huang,7,6,0,7,5,4,,29,65,86.8,Silver medal,moški
TWN,2004,Daw-Sen Hwang,0,7,4,7,7,7,,32,38,92.37,Gold medal,
TWN,2004,Li-Ping Mo,6,6,3,7,4,3,,29,65,86.8,Silver medal,
TWN,2004,Cheng-Chiang Tsai,6,7,7,7,7,7,,41,5,99.18,Gold medal,moški
TWN,2004,Kun-Chieh Wang,7,6,2,7,5,0,,27,81,83.51,Silver medal,moški
TWN,2003,Hsin-Yu Chao,7,3,0,7,1,0,,18,107,76.75,Bronze medal,
TWN,2003,Shao-Lun Huang,7,7,0,7,7,1,,29,29,93.86,Gold medal,
TWN,2003,Daw-Sen Hwang,2,3,0,7,7,1,,20,93,79.82,Silver medal,
TWN,2003,Shao-Tang Liao,2,0,0,0,7,0,,9,269,41.23,Honourable mention,
TWN,2003,Chin-Yi Lin,7,3,0,7,0,0,,17,124,73.03,Bronze medal,
TWN,2003,Chung-Heng Yeh,7,3,0,7,4,0,,21,83,82.02,Silver medal,moški
TWN,2002,Chien-Yu Chou,6,7,1,7,7,0,,28,40,91.84,Silver medal,
TWN,2002,Hao-Wei Chu,7,7,1,7,3,1,,26,64,86.82,Silver medal,
TWN,2002,Shao-Lun Huang,6,7,1,7,7,0,,28,40,91.84,Silver medal,
TWN,2002,Yi-Hao Kao,7,7,0,7,7,0,,28,40,91.84,Silver medal,
TWN,2002,Chung-Te Li,7,7,6,7,1,1,,29,29,94.14,Gold medal,moški
TWN,2002,Che-Yu Wu,6,7,1,7,1,0,,22,113,76.57,Bronze medal,
TWN,2001,Hau-Wei Chu,7,7,0,7,3,0,,24,65,86.44,Silver medal,moški
TWN,2001,Chen-Han Chung,7,7,1,4,3,0,,22,87,81.78,Silver medal,moški
TWN,2001,Chien-Ming Lan,7,1,3,7,3,0,,21,97,79.66,Silver medal,moški
TWN,2001,Chung-Te Li,7,7,2,2,2,0,,20,108,77.33,Silver medal,moški
TWN,2001,Chia-Chun Tzeng,7,7,2,7,7,4,,34,19,96.19,Gold medal,moški
TWN,2001,I-Hsiang Wang,7,7,2,1,3,0,,20,108,77.33,Silver medal,moški
TWN,2000,Po-Ning Chen,7,7,2,7,7,3,,33,20,95.87,Gold medal,
TWN,2000,Jen-Hao Liou,7,7,2,7,6,2,,31,28,94.13,Gold medal,
TWN,2000,Sheng-Fong Pai,7,7,2,7,7,0,,30,36,92.39,Gold medal,
TWN,2000,Yu-Jong Tzeng,7,7,0,6,0,0,,20,111,76.09,Bronze medal,
TWN,2000,Jia-Ching Wang,7,7,1,7,4,0,,26,57,87.83,Silver medal,
TWN,2000,Ching-Chih Weng,7,7,0,6,4,0,,24,68,85.43,Silver medal,
TWN,1999,Duen-Min Deng,7,1,1,7,6,1,,23,62,86.41,Silver medal,
TWN,1999,Chia-Ping Lin,5,7,1,7,6,0,,26,45,90.2,Silver medal,
TWN,1999,Tsung-Mau Lin,7,7,3,3,1,1,,22,70,84.63,Silver medal,
TWN,1999,Yu-Ting Liu,7,4,2,7,1,3,,24,56,87.75,Silver medal,
TWN,1999,Jia-Ching Wang,7,7,2,7,7,1,,31,23,95.1,Gold medal,
TWN,1999,Shu-Ping Yeh,7,0,3,7,7,3,,27,39,91.54,Silver medal,ženska
TWN,1998,Ming-Yang Chen,7,4,2,4,7,1,,25,86,79.67,Silver medal,
TWN,1998,Hsin-Hong Lai,7,7,2,7,6,7,,36,12,97.37,Gold medal,
TWN,1998,Chien-I Liao,7,7,7,7,7,6,,41,2,99.76,Gold medal,
TWN,1998,Yu-Ting Liu,5,2,0,4,7,1,,19,145,65.55,Bronze medal,
TWN,1998,Shyh-Haur Wang,7,0,7,7,7,0,,28,58,86.36,Silver medal,
TWN,1998,Jih-Chiang Yeo,7,7,3,7,7,4,,35,15,96.65,Gold medal,
TWN,1997,Ming-Yang Chen,3,7,2,1,3,0,,16,200,56.64,Bronze medal,
TWN,1997,Szu-Yu Chen,7,7,1,7,4,1,,27,86,81.48,Silver medal,ženska
TWN,1997,Bo-Kai Huang,4,7,0,7,7,2,,27,86,81.48,Silver medal,
TWN,1997,Chan Hwai-Lian,4,7,1,7,7,1,,27,86,81.48,Silver medal,
TWN,1997,Chien-I Liao,4,7,1,7,7,7,,33,44,90.63,Silver medal,
TWN,1997,Meng - Chiao Wu,1,0,3,7,7,0,,18,177,61.66,Bronze medal,
TWN,1996,Lee Cho-Yin,3,1,5,3,0,0,,12,180,57.68,Bronze medal,
TWN,1996,Chan Hwai-Lian,2,7,7,7,0,0,,23,62,85.58,Silver medal,
TWN,1996,Lin Kuan-Ming,4,1,2,7,2,2,,18,111,74.0,Bronze medal,
TWN,1996,Wu Po-Chang,1,7,2,1,0,0,,11,201,52.72,Honourable mention,
TWN,1996,Chen Yu-Chun,6,1,5,1,0,7,,20,94,78.01,Silver medal,
TWN,1996,Hwu Yuh-Hua,4,7,2,2,0,1,,16,130,69.5,Bronze medal,
TWN,1995,Ho-Lin Chen,7,7,5,7,7,2,,35,36,91.48,Silver medal,
TWN,1995,Yi-Chih Chiu,7,7,7,6,7,0,,34,54,87.1,Silver medal,
TWN,1995,Chih-Yawn Chuang,7,7,5,7,7,0,,33,61,85.4,Silver medal,
TWN,1995,Shin-Yao Jow,7,2,6,7,7,0,,29,90,78.35,Silver medal,
TWN,1995,Cheng-Chou Shu,7,0,2,7,1,0,,17,210,49.15,Honourable mention,
TWN,1995,Bor-Ching Su,7,7,5,7,2,0,,28,102,75.43,Bronze medal,
TWN,1994,Ho-Lin Chen,7,7,7,2,3,7,,33,67,82.81,Silver medal,
TWN,1994,Chun-Hsiung Hsia,2,7,7,1,6,7,,30,88,77.34,Silver medal,
TWN,1994,Hui-Chuan Huang,0,7,5,1,5,0,,18,193,50.0,Honourable mention,ženska
TWN,1994,Yu-Chang Huang,3,7,7,7,6,1,,31,78,79.95,Silver medal,
TWN,1994,Chung-Chieh Shan,3,7,7,7,3,7,,34,58,85.16,Silver medal,
TWN,1994,Bor-Ching Su,0,7,7,3,0,7,,24,132,65.89,Bronze medal,
TWN,1993,Ching-I Huang,7,2,0,0,7,2,,18,111,73.3,Bronze medal,
TWN,1993,Yu-Chang Huang,7,1,0,3,4,5,,20,91,78.16,Silver medal,
TWN,1993,Chung-Chieh Shan,7,1,3,3,7,7,,28,39,90.78,Silver medal,
TWN,1993,Chien-Chang Tzeng,7,5,0,5,7,2,,26,49,88.35,Silver medal,
TWN,1993,Hung-Wu Wu,7,7,7,7,7,7,,42,1,100.0,Gold medal,
TWN,1993,Shin-Sheng Yuan,7,7,7,4,1,2,,28,39,90.78,Silver medal,
TWN,1992,Chuan-Hsiang Huang,7,4,2,7,0,5,,25,65,80.06,Silver medal,
TWN,1992,Po-Yi Huang,7,0,0,7,0,3,,17,120,62.93,Bronze medal,
TWN,1992,Shih-Chieh Lin,3,1,1,6,0,4,,15,133,58.88,Bronze medal,
TWN,1992,Chien-Chang Tzeng,0,3,2,4,0,4,,13,156,51.71,,
TWN,1992,Tse Jen Wei,7,4,1,6,7,4,,29,39,88.16,Silver medal,
TWN,1992,Hung-Wu Wu,7,4,0,7,0,7,,25,65,80.06,Silver medal,
TJK,2021,Raufdzhon Dadabaev,1,0,0,0,0,0,,1,499,19.42,,moški
TJK,2021,Burkhvali Kurbonov,0,0,0,2,0,0,,2,470,24.11,,moški
TJK,2021,Usmonali Pakhlavonov,7,0,0,7,0,0,,14,218,64.89,Bronze medal,moški
TJK,2021,Vazirdzhon Pirov,7,0,1,7,0,0,,15,180,71.04,Bronze medal,moški
TJK,2021,Jamshed Rustamov,7,0,1,7,0,0,,15,180,71.04,Bronze medal,moški
TJK,2021,Timur Usmonov,7,0,0,0,0,0,,7,372,39.97,Honourable mention,moški
TJK,2020,Raufdzhon Dadabaev,7,0,1,0,0,0,,8,419,32.03,Honourable mention,moški
TJK,2020,Sino Khayridinov,7,1,0,0,1,0,,9,395,35.93,Honourable mention,moški
TJK,2020,Usmonali Pakhlavonov,7,0,0,0,0,0,,7,445,27.8,Honourable mention,moški
TJK,2020,Vazirdzhon Pirov,7,0,0,0,0,0,,7,445,27.8,Honourable mention,moški
TJK,2020,Furuzonfar Rakhmonov,0,0,0,0,5,0,,5,498,19.19,,moški
TJK,2020,Jamshed Rustamov,7,0,0,4,0,0,,11,371,39.84,Honourable mention,moški
TJK,2019,Shokhrukhdzhon Isomatov,7,0,1,1,2,0,,11,386,37.9,Honourable mention,moški
TJK,2019,Naimdzhon Khondzhonov,7,7,0,7,0,4,,25,132,78.87,Silver medal,moški
TJK,2019,Shohrukhii Mahmadjon,6,1,0,1,2,0,,10,402,35.32,,moški
TJK,2019,Vazirdzhon Pirov,6,2,0,1,0,0,,9,417,32.9,,moški
TJK,2019,Jamshed Rustamov,7,0,0,0,2,0,,9,417,32.9,Honourable mention,moški
TJK,2019,Dzhakhongir Urakov,7,2,0,7,2,0,,18,267,57.1,Bronze medal,moški
TJK,2018,Mekhron Bobokhonov,7,7,0,5,1,0,,20,204,65.77,Bronze medal,moški
TJK,2018,Naimdzhon Khondzhonov,7,7,0,0,1,1,,16,271,54.47,Bronze medal,moški
TJK,2018,Mukhammad Klychev,7,3,0,0,7,0,,17,250,58.01,Bronze medal,moški
TJK,2018,Shohrukhii Mahmadjon,7,1,0,7,7,0,,22,174,70.83,Bronze medal,moški
TJK,2018,Sunatullo Rakhmatov,7,3,0,0,1,0,,11,350,41.15,Honourable mention,moški
TJK,2018,Abubakr Usmanov,7,6,0,4,0,0,,17,250,58.01,Bronze medal,moški
TJK,2017,Komron Abdulloev,7,3,0,7,0,0,,17,188,69.54,Bronze medal,moški
TJK,2017,Muhammadjon Boboev,7,3,0,7,0,0,,17,188,69.54,Bronze medal,moški
TJK,2017,Mekhron Bobokhonov,7,1,0,7,0,0,,15,292,52.61,Honourable mention,moški
TJK,2017,Naimdzhon Khondzhonov,7,4,0,7,0,0,,18,139,77.52,Bronze medal,moški
TJK,2017,Sunatullo Rakhmatov,5,1,0,7,0,0,,13,390,36.64,Honourable mention,moški
TJK,2017,Abubakr Usmanov,7,1,0,7,0,0,,15,292,52.61,Honourable mention,moški
TJK,2016,Alisheri Anvar,7,0,0,7,0,0,,14,312,48.25,Honourable mention,moški
TJK,2016,Muhammadjon Boboev,7,0,0,2,0,0,,9,409,32.11,Honourable mention,moški
TJK,2016,Mekhron Bobokhonov,7,1,0,7,0,0,,15,281,53.41,Honourable mention,moški
TJK,2016,Jakhongir Murodov,7,0,0,7,0,0,,14,312,48.25,Honourable mention,moški
TJK,2016,Madmurodov Nasimjon,7,0,0,0,0,0,,7,443,26.46,Honourable mention,moški
TJK,2016,Abubakr Usmanov,7,0,0,0,0,0,,7,443,26.46,Honourable mention,moški
TJK,2015,Sobirdzhon Bobiev,4,0,1,7,1,0,,13,283,51.04,Honourable mention,moški
TJK,2015,Mekhron Bobokhonov,0,0,0,2,0,0,,2,508,11.98,,moški
TJK,2015,Iyomiddin Boltaev,0,1,0,7,1,0,,9,365,36.81,Honourable mention,moški
TJK,2015,Farrukh Karimov,7,3,1,7,1,0,,19,118,79.69,Silver medal,moški
TJK,2015,Kalomidin Klychev,0,6,0,7,1,0,,14,257,55.56,Bronze medal,moški
TJK,2014,Sobirdzhon Bobiev,7,1,0,7,0,0,,15,296,47.23,Honourable mention,moški
TJK,2014,Golibjon Emomov,7,0,0,7,0,0,,14,321,42.75,Honourable mention,moški
TJK,2014,Abdulvosit Ismoilov,7,0,0,7,0,0,,14,321,42.75,Honourable mention,moški
TJK,2014,Farrukh Karimov,7,4,0,7,0,0,,18,238,57.6,Bronze medal,moški
TJK,2014,Ubaydullo Rustami,7,0,0,7,2,0,,16,267,52.42,Bronze medal,moški
TJK,2014,Zarmehr Zarifi,4,1,0,7,0,0,,12,367,34.53,Honourable mention,moški
TJK,2013,Golibjon Emomov,0,0,3,7,2,0,,12,302,42.78,Honourable mention,moški
TJK,2013,Abdulvosit Ismoilov,1,0,0,7,1,0,,9,335,36.5,Honourable mention,moški
TJK,2013,Alisher Makhmudov,2,0,0,7,2,0,,11,306,42.02,Honourable mention,moški
TJK,2013,Musokhon Muqayumkhonov,3,0,0,7,2,0,,12,302,42.78,Honourable mention,moški
TJK,2013,Sadi Okilnazarzoda,7,0,0,6,2,0,,15,250,52.66,Bronze medal,moški
TJK,2013,Shakhzodshokhi Shamsiddin,0,0,0,6,0,0,,6,429,18.63,,moški
TJK,2012,Khusravi Elmurod,7,7,0,1,4,0,,19,151,72.53,Bronze medal,moški
